date,EPS,pb_ratio,pe_ratio,roe,fcf,P_mean,P_sum,twt_count,Adj Close
2020-03-06,1.3,7.756,248.9,0.027,-1569712000.0,-0.158,-60,381,368.97
2020-03-09,1.3,7.284,248.9,0.027,-1569712000.0,-0.18,-70,388,346.49
2020-03-10,1.3,7.655,248.9,0.027,-1569712000.0,-0.1,-39,389,364.13
2020-03-11,1.3,7.356,248.9,0.027,-1569712000.0,-0.127,-48,377,349.92
2020-03-12,1.3,6.627,248.9,0.027,-1569712000.0,-0.196,-92,470,315.25
2020-03-13,1.3,7.07,248.9,0.027,-1569712000.0,-0.155,-54,349,336.3
2020-03-16,1.3,6.282,248.9,0.027,-1569712000.0,-0.144,-55,382,298.84
2020-03-17,1.3,6.722,248.9,0.027,-1569712000.0,-0.169,-64,379,319.75
2020-03-18,1.3,6.632,248.9,0.027,-1569712000.0,-0.158,-66,418,315.47
2020-03-19,1.3,6.98,248.9,0.027,-1569712000.0,-0.139,-54,388,332.03
2020-03-20,1.3,6.997,248.9,0.027,-1569712000.0,-0.147,-46,313,332.83
2020-03-23,1.3,7.573,248.9,0.027,-1569712000.0,-0.106,-57,537,360.27
2020-03-24,1.3,7.511,248.9,0.027,-1569712000.0,-0.128,-56,439,357.32
2020-03-25,1.3,7.198,248.9,0.027,-1569712000.0,-0.133,-48,362,342.39
2020-03-26,1.3,7.631,248.9,0.027,-1569712000.0,-0.101,-29,286,362.99
2020-03-27,1.3,7.507,248.9,0.027,-1569712000.0,-0.024,-7,287,357.12
2020-03-30,1.3,7.798,248.9,0.027,-1569712000.0,-0.082,-29,354,370.96
2020-03-31,1.57,7.894,239.172,0.033,161897000.0,-0.08,-27,336,375.5
2020-04-01,1.57,7.654,239.172,0.033,161897000.0,-0.06,-20,333,364.08
2020-04-02,1.57,7.78,239.172,0.033,161897000.0,-0.124,-43,347,370.08
2020-04-03,1.57,7.605,239.172,0.033,161897000.0,-0.096,-24,251,361.76
2020-04-06,1.57,7.987,239.172,0.033,161897000.0,-0.07,-27,388,379.96
2020-04-07,1.57,7.826,239.172,0.033,161897000.0,-0.13,-51,391,372.28
2020-04-08,1.57,7.802,239.172,0.033,161897000.0,-0.119,-47,396,371.12
2020-04-09,1.57,7.793,239.172,0.033,161897000.0,-0.066,-24,361,370.72
2020-04-13,1.57,8.34,239.172,0.033,161897000.0,-0.012,-12,1014,396.72
2020-04-14,1.57,8.694,239.172,0.033,161897000.0,-0.024,-20,849,413.55
2020-04-15,1.57,8.971,239.172,0.033,161897000.0,-0.024,-25,1051,426.75
2020-04-16,1.57,9.232,239.172,0.033,161897000.0,-0.097,-115,1189,439.17
2020-04-17,1.57,8.891,239.172,0.033,161897000.0,-0.064,-53,824,422.96
2020-04-20,1.57,9.197,239.172,0.033,161897000.0,-0.062,-54,864,437.49
2020-04-21,1.57,9.12,239.172,0.033,161897000.0,-0.077,-155,2006,433.83
2020-04-22,1.57,8.859,239.172,0.033,161897000.0,-0.081,-109,1353,421.42
2020-04-23,1.57,8.97,239.172,0.033,161897000.0,-0.054,-37,683,426.7
2020-04-24,1.57,8.934,239.172,0.033,161897000.0,-0.082,-37,449,424.99
2020-04-27,1.57,8.858,239.172,0.033,161897000.0,-0.052,-21,405,421.38
2020-04-28,1.57,8.489,239.172,0.033,161897000.0,-0.111,-64,578,403.83
2020-04-29,1.57,8.659,239.172,0.033,161897000.0,0.0,0,501,411.89
2020-04-30,1.57,8.826,239.172,0.033,161897000.0,-0.051,-23,448,419.85
2020-05-01,1.57,8.73,239.172,0.033,161897000.0,-0.03,-12,404,415.27
2020-05-04,1.57,9.0,239.172,0.033,161897000.0,-0.02,-11,539,428.15
2020-05-05,1.57,8.927,239.172,0.033,161897000.0,-0.076,-40,528,424.68
2020-05-06,1.57,9.129,239.172,0.033,161897000.0,-0.062,-34,548,434.26
2020-05-07,1.57,9.177,239.172,0.033,161897000.0,-0.057,-24,424,436.53
2020-05-08,1.57,9.156,239.172,0.033,161897000.0,-0.06,-22,367,435.55
2020-05-11,1.57,9.26,239.172,0.033,161897000.0,-0.048,-20,421,440.52
2020-05-12,1.57,9.078,239.172,0.033,161897000.0,-0.032,-15,462,431.82
2020-05-13,1.57,9.213,239.172,0.033,161897000.0,-0.098,-51,519,438.27
2020-05-14,1.57,9.291,239.172,0.033,161897000.0,-0.04,-25,627,441.95
2020-05-15,1.57,9.548,239.172,0.033,161897000.0,-0.061,-31,511,454.19
2020-05-18,1.57,9.514,239.172,0.033,161897000.0,-0.086,-45,521,452.58
2020-05-19,1.57,9.482,239.172,0.033,161897000.0,-0.065,-28,429,451.04
2020-05-20,1.57,9.411,239.172,0.033,161897000.0,-0.091,-38,418,447.67
2020-05-21,1.57,9.171,239.172,0.033,161897000.0,-0.106,-54,512,436.25
2020-05-22,1.57,9.025,239.172,0.033,161897000.0,-0.085,-26,306,429.32
2020-05-26,1.57,8.719,239.172,0.033,161897000.0,-0.113,-57,503,414.77
2020-05-27,1.57,8.827,239.172,0.033,161897000.0,-0.056,-34,602,419.89
2020-05-28,1.57,8.691,239.172,0.033,161897000.0,-0.041,-18,443,413.44
2020-05-29,1.57,8.823,239.172,0.033,161897000.0,-0.083,-23,276,419.73
2020-06-01,1.57,8.954,239.172,0.033,161897000.0,-0.011,-4,375,425.92
2020-06-02,1.57,8.983,239.172,0.033,161897000.0,-0.043,-14,323,427.31
2020-06-03,1.57,8.871,239.172,0.033,161897000.0,-0.096,-41,429,421.97
2020-06-04,1.57,8.71,239.172,0.033,161897000.0,-0.108,-44,409,414.33
2020-06-05,1.57,8.821,239.172,0.033,161897000.0,-0.075,-29,389,419.6
2020-06-08,1.57,8.818,239.172,0.033,161897000.0,-0.06,-28,469,419.49
2020-06-09,1.57,9.124,239.172,0.033,161897000.0,-0.045,-25,561,434.05
2020-06-10,1.57,9.133,239.172,0.033,161897000.0,-0.087,-39,449,434.48
2020-06-11,1.57,8.946,239.172,0.033,161897000.0,-0.043,-26,611,425.56
2020-06-12,1.57,8.789,239.172,0.033,161897000.0,-0.067,-29,430,418.07
2020-06-15,1.57,8.945,239.172,0.033,161897000.0,-0.063,-28,443,425.5
2020-06-16,1.57,9.168,239.172,0.033,161897000.0,-0.049,-22,449,436.13
2020-06-17,1.57,9.413,239.172,0.033,161897000.0,-0.034,-17,495,447.77
2020-06-18,1.57,9.457,239.172,0.033,161897000.0,-0.036,-16,449,449.87
2020-06-19,1.57,9.538,239.172,0.033,161897000.0,-0.024,-8,339,453.72
2020-06-22,1.57,9.839,239.172,0.033,161897000.0,-0.028,-17,603,468.04
2020-06-23,1.57,9.802,239.172,0.033,161897000.0,-0.033,-17,521,466.26
2020-06-24,1.57,9.625,239.172,0.033,161897000.0,-0.062,-23,371,457.85
2020-06-25,1.57,9.794,239.172,0.033,161897000.0,-0.09,-32,354,465.91
2020-06-26,1.57,9.321,239.172,0.033,161897000.0,-0.059,-20,341,443.4
2020-06-29,1.57,9.402,239.172,0.033,161897000.0,-0.025,-8,317,447.24
2020-06-30,1.59,9.566,286.189,0.033,899335000.0,-0.015,-6,409,455.04
2020-07-01,1.59,10.209,286.189,0.033,899335000.0,-0.035,-29,834,485.64
2020-07-02,1.59,10.025,286.189,0.033,899335000.0,-0.022,-11,494,476.89
2020-07-06,1.59,10.381,286.189,0.033,899335000.0,-0.019,-16,839,493.81
2020-07-07,1.59,10.367,286.189,0.033,899335000.0,-0.006,-3,538,493.16
2020-07-08,1.59,10.569,286.189,0.033,899335000.0,-0.027,-16,595,502.78
2020-07-09,1.59,10.674,286.189,0.033,899335000.0,-0.079,-39,491,507.76
2020-07-10,1.59,11.535,286.189,0.033,899335000.0,0.01,12,1223,548.73
2020-07-13,1.59,11.047,286.189,0.033,899335000.0,-0.041,-42,1020,525.5
2020-07-14,1.59,11.034,286.189,0.033,899335000.0,-0.086,-63,732,524.88
2020-07-15,1.59,11.0,286.189,0.033,899335000.0,-0.03,-19,639,523.26
2020-07-16,1.59,11.087,286.189,0.033,899335000.0,-0.158,-442,2802,527.39
2020-07-17,1.59,10.363,286.189,0.033,899335000.0,-0.094,-176,1873,492.99
2020-07-20,1.59,10.561,286.189,0.033,899335000.0,-0.066,-58,884,502.41
2020-07-21,1.59,10.303,286.189,0.033,899335000.0,-0.074,-48,651,490.1
2020-07-22,1.59,10.297,286.189,0.033,899335000.0,-0.085,-49,577,489.82
2020-07-23,1.59,10.04,286.189,0.033,899335000.0,-0.099,-72,727,477.58
2020-07-24,1.59,10.1,286.189,0.033,899335000.0,-0.037,-26,701,480.45
2020-07-27,1.59,10.419,286.189,0.033,899335000.0,-0.012,-6,510,495.65
2020-07-28,1.59,10.269,286.189,0.033,899335000.0,-0.055,-20,364,488.51
2020-07-29,1.59,10.185,286.189,0.033,899335000.0,-0.061,-29,472,484.48
2020-07-30,1.59,10.212,286.189,0.033,899335000.0,-0.058,-24,416,485.8
2020-07-31,1.59,10.277,286.189,0.033,899335000.0,-0.047,-17,361,488.88
2020-08-03,1.59,10.482,286.189,0.033,899335000.0,-0.021,-11,528,498.62
2020-08-04,1.59,10.713,286.189,0.033,899335000.0,-0.031,-16,520,509.64
2020-08-05,1.59,10.555,286.189,0.033,899335000.0,-0.072,-32,442,502.11
2020-08-06,1.59,10.702,286.189,0.033,899335000.0,-0.039,-19,492,509.08
2020-08-07,1.59,10.4,286.189,0.033,899335000.0,-0.05,-27,542,494.73
2020-08-10,1.59,10.161,286.189,0.033,899335000.0,-0.037,-16,435,483.38
2020-08-11,1.59,9.816,286.189,0.033,899335000.0,-0.05,-30,601,466.93
2020-08-12,1.59,9.995,286.189,0.033,899335000.0,-0.038,-22,580,475.47
2020-08-13,1.59,10.118,286.189,0.033,899335000.0,-0.026,-12,455,481.33
2020-08-14,1.59,10.147,286.189,0.033,899335000.0,-0.053,-21,397,482.68
2020-08-17,1.59,10.14,286.189,0.033,899335000.0,-0.034,-14,414,482.35
2020-08-18,1.59,10.34,286.189,0.033,899335000.0,-0.043,-24,555,491.87
2020-08-19,1.59,10.186,286.189,0.033,899335000.0,-0.054,-28,518,484.53
2020-08-20,1.59,10.467,286.189,0.033,899335000.0,-0.03,-16,524,497.9
2020-08-21,1.59,10.349,286.189,0.033,899335000.0,-0.071,-35,491,492.31
2020-08-24,1.59,10.276,286.189,0.033,899335000.0,-0.063,-29,463,488.81
2020-08-25,1.59,10.313,286.189,0.033,899335000.0,-0.06,-28,464,490.58
2020-08-26,1.59,11.51,286.189,0.033,899335000.0,0.005,7,1511,547.53
2020-08-27,1.59,11.063,286.189,0.033,899335000.0,0.003,2,662,526.27
2020-08-28,1.59,11.013,286.189,0.033,899335000.0,0.005,2,405,523.89
2020-08-31,1.59,11.132,286.189,0.033,899335000.0,-0.018,-9,515,529.56
2020-09-01,1.59,11.7,286.189,0.033,899335000.0,0.035,25,711,556.55
2020-09-02,1.59,11.622,286.189,0.033,899335000.0,-0.04,-22,554,552.84
2020-09-03,1.59,11.052,286.189,0.033,899335000.0,-0.152,-72,474,525.75
2020-09-04,1.59,10.848,286.189,0.033,899335000.0,-0.063,-29,459,516.05
2020-09-08,1.59,10.658,286.189,0.033,899335000.0,-0.026,-13,504,507.02
2020-09-09,1.59,10.515,286.189,0.033,899335000.0,-0.089,-44,492,500.19
2020-09-10,1.59,10.104,286.189,0.033,899335000.0,-0.238,-133,559,480.67
2020-09-11,1.59,10.133,286.189,0.033,899335000.0,-0.258,-112,434,482.03
2020-09-14,1.59,10.012,286.189,0.033,899335000.0,-0.132,-76,577,476.26
2020-09-15,1.59,10.427,286.189,0.033,899335000.0,-0.077,-42,548,495.99
2020-09-16,1.59,10.172,286.189,0.033,899335000.0,-0.117,-54,460,483.86
2020-09-17,1.59,9.884,286.189,0.033,899335000.0,-0.115,-50,434,470.2
2020-09-18,1.59,9.879,286.189,0.033,899335000.0,-0.13,-55,423,469.96
2020-09-21,1.59,10.245,286.189,0.033,899335000.0,-0.081,-50,616,487.35
2020-09-22,1.59,10.325,286.189,0.033,899335000.0,-0.01,-4,420,491.17
2020-09-23,1.59,9.893,286.189,0.033,899335000.0,-0.082,-38,461,470.61
2020-09-24,1.59,9.945,286.189,0.033,899335000.0,-0.054,-23,426,473.08
2020-09-25,1.59,10.151,286.189,0.033,899335000.0,-0.075,-32,429,482.88
2020-09-28,1.59,10.314,286.189,0.033,899335000.0,-0.053,-23,437,490.65
2020-09-29,1.59,10.374,286.189,0.033,899335000.0,-0.067,-31,462,493.48
2020-09-30,1.74,10.511,287.374,0.037,1153950000.0,0.019,9,481,500.03
2020-10-01,1.74,11.089,287.374,0.037,1153950000.0,0.014,10,712,527.51
2020-10-02,1.74,10.575,287.374,0.037,1153950000.0,-0.034,-17,505,503.06
2020-10-05,1.74,10.945,287.374,0.037,1153950000.0,-0.002,-1,489,520.65
2020-10-06,1.74,10.634,287.374,0.037,1153950000.0,-0.081,-41,508,505.87
2020-10-07,1.74,11.239,287.374,0.037,1153950000.0,-0.04,-34,839,534.66
2020-10-08,1.74,11.179,287.374,0.037,1153950000.0,-0.081,-46,566,531.79
2020-10-09,1.74,11.34,287.374,0.037,1153950000.0,-0.024,-15,614,539.44
2020-10-12,1.74,11.348,287.374,0.037,1153950000.0,-0.068,-44,652,539.81
2020-10-13,1.74,11.648,287.374,0.037,1153950000.0,-0.063,-42,665,554.09
2020-10-14,1.74,11.382,287.374,0.037,1153950000.0,-0.046,-40,870,541.45
2020-10-15,1.74,11.392,287.374,0.037,1153950000.0,-0.057,-40,701,541.94
2020-10-16,1.74,11.158,287.374,0.037,1153950000.0,-0.008,-6,736,530.79
2020-10-19,1.74,11.157,287.374,0.037,1153950000.0,-0.015,-11,728,530.72
2020-10-20,1.74,11.045,287.374,0.037,1153950000.0,-0.113,-221,1950,525.42
2020-10-21,1.74,10.281,287.374,0.037,1153950000.0,-0.082,-137,1668,489.05
2020-10-22,1.74,10.2,287.374,0.037,1153950000.0,-0.057,-49,853,485.23
2020-10-23,1.74,10.264,287.374,0.037,1153950000.0,-0.05,-38,752,488.28
2020-10-26,1.74,10.264,287.374,0.037,1153950000.0,-0.021,-8,388,488.24
2020-10-27,1.74,10.278,287.374,0.037,1153950000.0,-0.059,-22,373,488.93
2020-10-28,1.74,10.222,287.374,0.037,1153950000.0,-0.07,-33,474,486.24
2020-10-29,1.74,10.599,287.374,0.037,1153950000.0,-0.033,-31,941,504.21
2020-10-30,1.74,10.001,287.374,0.037,1153950000.0,-0.034,-19,554,475.74
2020-11-02,1.74,10.177,287.374,0.037,1153950000.0,-0.115,-44,384,484.12
2020-11-03,1.74,10.242,287.374,0.037,1153950000.0,-0.082,-24,293,487.22
2020-11-04,1.74,10.447,287.374,0.037,1153950000.0,-0.025,-8,321,496.95
2020-11-05,1.74,10.8,287.374,0.037,1153950000.0,-0.016,-6,375,513.76
2020-11-06,1.74,10.82,287.374,0.037,1153950000.0,-0.039,-11,283,514.73
2020-11-09,1.74,9.891,287.374,0.037,1153950000.0,-0.093,-50,539,470.5
2020-11-10,1.74,10.095,287.374,0.037,1153950000.0,-0.076,-37,484,480.24
2020-11-11,1.74,10.317,287.374,0.037,1153950000.0,-0.064,-26,406,490.76
2020-11-12,1.74,10.233,287.374,0.037,1153950000.0,-0.068,-23,339,486.77
2020-11-13,1.74,10.15,287.374,0.037,1153950000.0,-0.091,-29,318,482.84
2020-11-16,1.74,10.071,287.374,0.037,1153950000.0,-0.078,-22,283,479.1
2020-11-17,1.74,10.104,287.374,0.037,1153950000.0,-0.05,-14,278,480.63
2020-11-18,1.74,10.128,287.374,0.037,1153950000.0,-0.041,-14,345,481.79
2020-11-19,1.74,10.189,287.374,0.037,1153950000.0,-0.04,-12,299,484.67
2020-11-20,1.74,10.264,287.374,0.037,1153950000.0,-0.04,-20,495,488.24
2020-11-23,1.74,10.019,287.374,0.037,1153950000.0,-0.002,-1,434,476.62
2020-11-24,1.74,10.151,287.374,0.037,1153950000.0,-0.02,-8,390,482.88
2020-11-25,1.74,10.196,287.374,0.037,1153950000.0,-0.019,-6,322,485.0
2020-11-27,1.74,10.329,287.374,0.037,1153950000.0,0.039,10,254,491.36
2020-11-30,1.74,10.315,287.374,0.037,1153950000.0,0.019,6,322,490.7
2020-12-01,1.74,10.607,287.374,0.037,1153950000.0,0.076,45,595,504.58
2020-12-02,1.74,10.582,287.374,0.037,1153950000.0,-0.046,-19,416,503.38
2020-12-03,1.74,10.459,287.374,0.037,1153950000.0,-0.068,-27,397,497.52
2020-12-04,1.74,10.475,287.374,0.037,1153950000.0,-0.058,-23,398,498.31
2020-12-07,1.74,10.843,287.374,0.037,1153950000.0,0.016,9,562,515.78
2020-12-08,1.74,10.777,287.374,0.037,1153950000.0,-0.035,-16,454,512.66
2020-12-09,1.74,10.376,287.374,0.037,1153950000.0,-0.084,-35,415,493.6
2020-12-10,1.74,10.534,287.374,0.037,1153950000.0,-0.062,-27,439,501.09
2020-12-11,1.74,10.579,287.374,0.037,1153950000.0,-0.059,-29,488,503.22
2020-12-14,1.74,10.982,287.374,0.037,1153950000.0,0.0,0,457,522.42
2020-12-15,1.74,10.927,287.374,0.037,1153950000.0,0.008,3,377,519.78
2020-12-16,1.74,11.033,287.374,0.037,1153950000.0,-0.032,-12,370,524.83
2020-12-17,1.74,11.202,287.374,0.037,1153950000.0,-0.02,-9,438,532.9
2020-12-18,1.74,11.235,287.374,0.037,1153950000.0,-0.023,-7,300,534.45
2020-12-21,1.74,11.119,287.374,0.037,1153950000.0,-0.046,-13,282,528.91
2020-12-22,1.74,11.085,287.374,0.037,1153950000.0,-0.057,-17,297,527.33
2020-12-23,1.74,10.815,287.374,0.037,1153950000.0,-0.093,-26,280,514.48
2020-12-24,1.74,10.804,287.374,0.037,1153950000.0,-0.076,-12,157,513.97
2020-12-28,1.74,10.913,287.374,0.037,1153950000.0,0.027,8,294,519.12
2020-12-29,1.74,11.16,287.374,0.037,1153950000.0,0.022,9,418,530.87
2020-12-30,1.74,11.028,287.374,0.037,1153950000.0,-0.056,-17,303,524.59
2020-12-31,1.19,11.367,454.395,0.025,-286028000.0,0.031,14,446,540.73
2021-01-04,1.19,10.991,454.395,0.025,-286028000.0,-0.042,-18,431,522.86
2021-01-05,1.19,10.948,454.395,0.025,-286028000.0,-0.076,-26,342,520.8
2021-01-06,1.19,10.521,454.395,0.025,-286028000.0,-0.062,-26,420,500.49
2021-01-07,1.19,10.698,454.395,0.025,-286028000.0,-0.069,-22,318,508.89
2021-01-08,1.19,10.729,454.395,0.025,-286028000.0,-0.011,-3,281,510.4
2021-01-11,1.19,10.492,454.395,0.025,-286028000.0,-0.053,-16,303,499.1
2021-01-12,1.19,10.39,454.395,0.025,-286028000.0,-0.051,-23,449,494.25
2021-01-13,1.19,10.675,454.395,0.025,-286028000.0,-0.004,-2,451,507.79
2021-01-14,1.19,10.529,454.395,0.025,-286028000.0,0.0,0,376,500.86
2021-01-15,1.19,10.468,454.395,0.025,-286028000.0,-0.047,-16,343,497.98
2021-01-19,1.19,10.548,454.395,0.025,-286028000.0,0.009,19,2076,501.77
2021-01-20,1.19,12.326,454.395,0.025,-286028000.0,0.045,110,2467,586.34
2021-01-21,1.19,12.189,454.395,0.025,-286028000.0,-0.012,-11,940,579.84
2021-01-22,1.19,11.881,454.395,0.025,-286028000.0,-0.026,-14,545,565.17
2021-01-25,1.19,11.704,454.395,0.025,-286028000.0,-0.067,-33,493,556.78
2021-01-26,1.19,11.813,454.395,0.025,-286028000.0,-0.021,-10,486,561.93
2021-01-27,1.19,11.0,454.395,0.025,-286028000.0,-0.068,-39,576,523.28
2021-01-28,1.19,11.322,454.395,0.025,-286028000.0,-0.064,-28,440,538.6
2021-01-29,1.19,11.192,454.395,0.025,-286028000.0,-0.107,-35,328,532.39
2021-02-01,1.19,11.332,454.395,0.025,-286028000.0,-0.048,-15,310,539.04
2021-02-02,1.19,11.523,454.395,0.025,-286028000.0,0.007,3,406,548.16
2021-02-03,1.19,11.34,454.395,0.025,-286028000.0,-0.003,-1,307,539.45
2021-02-04,1.19,11.607,454.395,0.025,-286028000.0,-0.002,-1,535,552.16
2021-02-05,1.19,11.579,454.395,0.025,-286028000.0,-0.015,-4,273,550.79
2021-02-08,1.19,11.518,454.395,0.025,-286028000.0,0.025,8,317,547.92
2021-02-09,1.19,11.753,454.395,0.025,-286028000.0,0.046,21,458,559.07
2021-02-10,1.19,11.848,454.395,0.025,-286028000.0,0.039,21,536,563.59
2021-02-11,1.19,11.721,454.395,0.025,-286028000.0,-0.033,-15,449,557.59
2021-02-12,1.19,11.699,454.395,0.025,-286028000.0,-0.031,-10,319,556.52
2021-02-16,1.19,11.715,454.395,0.025,-286028000.0,-0.036,-12,334,557.28
2021-02-17,1.19,11.59,454.395,0.025,-286028000.0,-0.026,-8,307,551.34
2021-02-18,1.19,11.524,454.395,0.025,-286028000.0,-0.089,-23,259,548.22
2021-02-19,1.19,11.356,454.395,0.025,-286028000.0,-0.074,-20,271,540.22
2021-02-22,1.19,11.221,454.395,0.025,-286028000.0,-0.042,-14,332,533.78
2021-02-23,1.19,11.481,454.395,0.025,-286028000.0,0.014,7,491,546.15
2021-02-24,1.19,11.634,454.395,0.025,-286028000.0,-0.01,-3,313,553.41
2021-02-25,1.19,11.493,454.395,0.025,-286028000.0,-0.115,-41,356,546.7
2021-02-26,1.19,11.328,454.395,0.025,-286028000.0,-0.073,-23,315,538.85
2021-03-01,1.19,11.575,454.395,0.025,-286028000.0,-0.014,-4,287,550.64
2021-03-02,1.19,11.516,454.395,0.025,-286028000.0,0.004,1,278,547.82
2021-03-03,1.19,10.946,454.395,0.025,-286028000.0,-0.092,-36,390,520.7
2021-03-04,1.19,10.748,454.395,0.025,-286028000.0,-0.045,-16,355,511.29
2021-03-05,1.19,10.855,454.395,0.025,-286028000.0,-0.051,-19,373,516.39
2021-03-08,1.19,10.371,454.395,0.025,-286028000.0,-0.095,-24,253,493.33
2021-03-09,1.19,10.646,454.395,0.025,-286028000.0,-0.081,-23,285,506.44
2021-03-10,1.19,10.606,454.395,0.025,-286028000.0,-0.032,-9,284,504.54
2021-03-11,1.19,10.996,454.395,0.025,-286028000.0,-0.175,-82,469,523.06
2021-03-12,1.19,10.89,454.395,0.025,-286028000.0,-0.136,-56,411,518.02
2021-03-15,1.19,10.937,454.395,0.025,-286028000.0,-0.044,-17,390,520.25
2021-03-16,1.19,11.016,454.395,0.025,-286028000.0,-0.026,-7,272,524.03
2021-03-17,1.19,11.025,454.395,0.025,-286028000.0,-0.079,-17,214,524.44
2021-03-18,1.19,10.612,454.395,0.025,-286028000.0,-0.059,-16,272,504.79
2021-03-19,1.19,10.767,454.395,0.025,-286028000.0,-0.052,-11,213,512.18
2021-03-22,1.19,10.997,454.395,0.025,-286028000.0,-0.004,-1,238,523.11
2021-03-23,1.19,11.248,454.395,0.025,-286028000.0,-0.011,-6,534,535.09
2021-03-24,1.19,10.948,454.395,0.025,-286028000.0,-0.063,-16,253,520.81
2021-03-25,1.19,10.571,454.395,0.025,-286028000.0,-0.062,-18,292,502.86
2021-03-26,1.19,10.68,454.395,0.025,-286028000.0,-0.109,-25,229,508.05
2021-03-29,1.19,10.804,454.395,0.025,-286028000.0,-0.042,-16,378,513.95
2021-03-30,1.19,10.792,454.395,0.025,-286028000.0,-0.09,-23,257,513.39
2021-03-31,3.75,10.966,139.109,0.079,696265000.0,-0.003,-1,376,521.66
2021-04-01,3.75,11.339,139.109,0.079,696265000.0,-0.038,-13,339,539.42
2021-04-05,3.75,11.366,139.109,0.079,696265000.0,-0.052,-18,345,540.67
2021-04-06,3.75,11.447,139.109,0.079,696265000.0,-0.003,-1,335,544.53
2021-04-07,3.75,11.499,139.109,0.079,696265000.0,-0.047,-12,253,546.99
2021-04-08,3.75,11.658,139.109,0.079,696265000.0,-0.015,-8,523,554.58
2021-04-09,3.75,11.674,139.109,0.079,696265000.0,0.018,7,398,555.31
2021-04-12,3.75,11.62,139.109,0.079,696265000.0,-0.043,-15,348,552.78
2021-04-13,3.75,11.64,139.109,0.079,696265000.0,-0.094,-32,342,553.73
2021-04-14,3.75,11.352,139.109,0.079,696265000.0,-0.054,-16,294,540.02
2021-04-15,3.75,11.546,139.109,0.079,696265000.0,-0.041,-12,293,549.22
2021-04-16,3.75,11.489,139.109,0.079,696265000.0,-0.101,-26,257,546.54
2021-04-19,3.75,11.655,139.109,0.079,696265000.0,-0.016,-8,514,554.44
2021-04-20,3.75,11.553,139.109,0.079,696265000.0,-0.161,-339,2103,549.57
2021-04-21,3.75,10.698,139.109,0.079,696265000.0,-0.141,-260,1843,508.9
2021-04-22,3.75,10.695,139.109,0.079,696265000.0,-0.082,-52,635,508.78
2021-04-23,3.75,10.627,139.109,0.079,696265000.0,-0.071,-28,393,505.55
2021-04-26,3.75,10.727,139.109,0.079,696265000.0,-0.01,-4,414,510.3
2021-04-27,3.75,10.627,139.109,0.079,696265000.0,-0.048,-15,309,505.55
2021-04-28,3.75,10.648,139.109,0.079,696265000.0,-0.052,-17,328,506.52
2021-04-29,3.75,10.7,139.109,0.079,696265000.0,-0.026,-9,345,509.0
2021-04-30,3.75,10.794,139.109,0.079,696265000.0,-0.093,-33,356,513.47
2021-05-03,3.75,10.702,139.109,0.079,696265000.0,-0.024,-8,332,509.11
2021-05-04,3.75,10.578,139.109,0.079,696265000.0,-0.091,-27,296,503.18
2021-05-05,3.75,10.428,139.109,0.079,696265000.0,-0.114,-37,325,496.08
2021-05-06,3.75,10.501,139.109,0.079,696265000.0,-0.109,-36,331,499.55
2021-05-07,3.75,10.592,139.109,0.079,696265000.0,-0.052,-14,267,503.84
2021-05-10,3.75,10.231,139.109,0.079,696265000.0,-0.09,-19,211,486.69
2021-05-11,3.75,10.407,139.109,0.079,696265000.0,-0.061,-17,277,495.08
2021-05-12,3.75,10.195,139.109,0.079,696265000.0,-0.08,-16,200,484.98
2021-05-13,3.75,10.23,139.109,0.079,696265000.0,-0.097,-26,268,486.66
2021-05-14,3.75,10.371,139.109,0.079,696265000.0,-0.096,-22,229,493.37
2021-05-17,3.75,10.278,139.109,0.079,696265000.0,-0.048,-14,293,488.94
2021-05-18,3.75,10.222,139.109,0.079,696265000.0,0.009,2,219,486.28
2021-05-19,3.75,10.252,139.109,0.079,696265000.0,-0.105,-26,248,487.7
2021-05-20,3.75,10.546,139.109,0.079,696265000.0,-0.028,-8,281,501.67
2021-05-21,3.75,10.466,139.109,0.079,696265000.0,-0.044,-14,319,497.89
2021-05-24,3.75,10.572,139.109,0.079,696265000.0,-0.086,-19,221,502.9
2021-05-25,3.75,10.539,139.109,0.079,696265000.0,-0.013,-3,224,501.34
2021-05-26,3.75,10.56,139.109,0.079,696265000.0,-0.05,-11,222,502.36
2021-05-27,3.75,10.592,139.109,0.079,696265000.0,-0.098,-19,194,503.86
2021-05-28,3.75,10.57,139.109,0.079,696265000.0,-0.08,-16,199,502.81
2021-06-01,3.75,10.491,139.109,0.079,696265000.0,-0.069,-11,160,499.08
2021-06-02,3.75,10.495,139.109,0.079,696265000.0,-0.157,-28,178,499.24
2021-06-03,3.75,10.289,139.109,0.079,696265000.0,-0.062,-14,226,489.43
2021-06-04,3.75,10.4,139.109,0.079,696265000.0,-0.048,-8,167,494.74
2021-06-07,3.75,10.399,139.109,0.079,696265000.0,-0.043,-9,209,494.66
2021-06-08,3.75,10.351,139.109,0.079,696265000.0,-0.036,-8,222,492.39
2021-06-09,3.75,10.213,139.109,0.079,696265000.0,-0.163,-27,166,485.81
2021-06-10,3.75,10.243,139.109,0.079,696265000.0,-0.081,-22,273,487.27
2021-06-11,3.75,10.275,139.109,0.079,696265000.0,-0.027,-7,260,488.77
2021-06-14,3.75,10.509,139.109,0.079,696265000.0,0.06,21,352,499.89
