date,EPS,pb_ratio,pe_ratio,roe,fcf,P_mean,P_sum,twt_count,Adj Close
2018-08-13,0.85,7.175,460.506,0.018,-545562000.0,-0.067,-24,357,341.31
2018-08-14,0.85,7.095,460.506,0.018,-545562000.0,-0.116,-38,327,337.49
2018-08-15,0.85,6.861,460.506,0.018,-545562000.0,-0.125,-47,375,326.4
2018-08-16,0.85,6.778,460.506,0.018,-545562000.0,-0.116,-37,318,322.44
2018-08-17,0.85,6.659,460.506,0.018,-545562000.0,-0.153,-63,412,316.78
2018-08-20,0.85,6.889,460.506,0.018,-545562000.0,-0.02,-13,662,327.73
2018-08-21,0.85,7.106,460.506,0.018,-545562000.0,-0.01,-5,497,338.02
2018-08-22,0.85,7.241,460.506,0.018,-545562000.0,0.033,11,332,344.44
2018-08-23,0.85,7.13,460.506,0.018,-545562000.0,-0.041,-13,320,339.17
2018-08-24,0.85,7.543,460.506,0.018,-545562000.0,0.015,9,588,358.82
2018-08-27,0.85,7.664,460.506,0.018,-545562000.0,-0.015,-8,524,364.58
2018-08-28,0.85,7.746,460.506,0.018,-545562000.0,-0.025,-7,281,368.49
2018-08-29,0.85,7.737,460.506,0.018,-545562000.0,-0.038,-11,288,368.04
2018-08-30,0.85,7.799,460.506,0.018,-545562000.0,0.047,19,408,370.98
2018-08-31,0.85,7.729,460.506,0.018,-545562000.0,-0.019,-5,264,367.68
2018-09-04,0.85,7.643,460.506,0.018,-545562000.0,-0.074,-22,297,363.6
2018-09-05,0.85,7.172,460.506,0.018,-545562000.0,-0.096,-43,448,341.18
2018-09-06,0.85,7.283,460.506,0.018,-545562000.0,-0.053,-22,414,346.46
2018-09-07,0.85,7.33,460.506,0.018,-545562000.0,-0.041,-14,340,348.68
2018-09-10,0.85,7.324,460.506,0.018,-545562000.0,-0.04,-13,324,348.41
2018-09-11,0.85,7.482,460.506,0.018,-545562000.0,-0.009,-3,323,355.93
2018-09-12,0.85,7.777,460.506,0.018,-545562000.0,-0.03,-14,463,369.95
2018-09-13,0.85,7.739,460.506,0.018,-545562000.0,-0.025,-9,363,368.15
2018-09-14,0.85,7.664,460.506,0.018,-545562000.0,-0.096,-22,230,364.56
2018-09-17,0.85,7.365,460.506,0.018,-545562000.0,-0.115,-36,313,350.35
2018-09-18,0.85,7.729,460.506,0.018,-545562000.0,0.007,3,408,367.65
2018-09-19,0.85,7.714,460.506,0.018,-545562000.0,-0.048,-24,502,366.96
2018-09-20,0.85,7.68,460.506,0.018,-545562000.0,-0.046,-17,366,365.36
2018-09-21,0.85,7.593,460.506,0.018,-545562000.0,-0.016,-5,313,361.19
2018-09-24,0.85,7.77,460.506,0.018,-545562000.0,0.012,5,427,369.61
2018-09-25,0.85,7.766,460.506,0.018,-545562000.0,-0.012,-4,347,369.43
2018-09-26,0.85,7.944,460.506,0.018,-545562000.0,0.038,20,526,377.88
2018-09-27,0.85,8.003,460.506,0.018,-545562000.0,-0.03,-11,370,380.71
2018-09-28,0.85,7.865,460.506,0.018,-545562000.0,-0.059,-17,290,374.13
2018-10-01,0.89,8.018,420.371,0.019,-729744000.0,0.013,5,376,381.43
2018-10-02,0.89,7.928,420.371,0.019,-729744000.0,-0.053,-17,323,377.14
2018-10-03,0.89,7.926,420.371,0.019,-729744000.0,-0.069,-17,245,377.05
2018-10-04,0.89,7.645,420.371,0.019,-729744000.0,-0.09,-30,334,363.65
2018-10-05,0.89,7.386,420.371,0.019,-729744000.0,-0.121,-46,380,351.35
2018-10-08,0.89,7.339,420.371,0.019,-729744000.0,-0.006,-2,343,349.1
2018-10-09,0.89,7.478,420.371,0.019,-729744000.0,0.016,5,319,355.71
2018-10-10,0.89,6.851,420.371,0.019,-729744000.0,-0.131,-75,574,325.89
2018-10-11,0.89,6.75,420.371,0.019,-729744000.0,-0.104,-55,531,321.1
2018-10-12,0.89,7.138,420.371,0.019,-729744000.0,-0.01,-5,507,339.56
2018-10-15,0.89,7.003,420.371,0.019,-729744000.0,-0.047,-26,548,333.13
2018-10-16,0.89,7.282,420.371,0.019,-729744000.0,-0.032,-62,1917,346.4
2018-10-17,0.89,7.667,420.371,0.019,-729744000.0,-0.121,-226,1861,364.7
2018-10-18,0.89,7.288,420.371,0.019,-729744000.0,-0.142,-145,1018,346.71
2018-10-19,0.89,6.993,420.371,0.019,-729744000.0,-0.173,-139,804,332.67
2018-10-22,0.89,6.927,420.371,0.019,-729744000.0,-0.159,-114,719,329.54
2018-10-23,0.89,7.004,420.371,0.019,-729744000.0,-0.103,-52,507,333.16
2018-10-24,0.89,6.345,420.371,0.019,-729744000.0,-0.166,-95,572,301.83
2018-10-25,0.89,6.577,420.371,0.019,-729744000.0,-0.109,-47,431,312.87
2018-10-26,0.89,6.303,420.371,0.019,-729744000.0,-0.122,-60,490,299.83
2018-10-29,0.89,5.988,420.371,0.019,-729744000.0,-0.138,-81,586,284.84
2018-10-30,0.89,6.008,420.371,0.019,-729744000.0,-0.122,-64,526,285.81
2018-10-31,0.89,6.344,420.371,0.019,-729744000.0,-0.019,-9,485,301.78
2018-11-01,0.89,6.672,420.371,0.019,-729744000.0,-0.051,-24,474,317.38
2018-11-02,0.89,6.498,420.371,0.019,-729744000.0,-0.082,-30,366,309.1
2018-11-05,0.89,6.631,420.371,0.019,-729744000.0,-0.015,-5,336,315.44
2018-11-06,0.89,6.534,420.371,0.019,-729744000.0,-0.021,-7,327,310.84
2018-11-07,0.89,6.885,420.371,0.019,-729744000.0,-0.066,-27,412,327.5
2018-11-08,0.89,6.683,420.371,0.019,-729744000.0,-0.075,-31,414,317.92
2018-11-09,0.89,6.379,420.371,0.019,-729744000.0,-0.08,-36,451,303.47
2018-11-12,0.89,6.182,420.371,0.019,-729744000.0,-0.039,-12,311,294.07
2018-11-13,0.89,6.189,420.371,0.019,-729744000.0,-0.073,-22,302,294.4
2018-11-14,0.89,6.028,420.371,0.019,-729744000.0,-0.116,-52,450,286.73
2018-11-15,0.89,6.098,420.371,0.019,-729744000.0,-0.062,-19,304,290.06
2018-11-16,0.89,6.017,420.371,0.019,-729744000.0,-0.194,-47,242,286.21
2018-11-19,0.89,5.688,420.371,0.019,-729744000.0,-0.128,-59,459,270.6
2018-11-20,0.89,5.612,420.371,0.019,-729744000.0,-0.129,-75,581,266.98
2018-11-21,0.89,5.51,420.371,0.019,-729744000.0,-0.093,-36,388,262.13
2018-11-23,0.89,5.441,420.371,0.019,-729744000.0,-0.112,-28,250,258.82
2018-11-26,0.89,5.496,420.371,0.019,-729744000.0,-0.079,-27,340,261.43
2018-11-27,0.89,5.605,420.371,0.019,-729744000.0,-0.038,-14,373,266.63
2018-11-28,0.89,5.942,420.371,0.019,-729744000.0,-0.022,-10,465,282.65
2018-11-29,0.89,6.07,420.371,0.019,-729744000.0,-0.02,-8,395,288.75
2018-11-30,0.89,6.015,420.371,0.019,-729744000.0,-0.091,-28,307,286.13
2018-12-03,0.89,6.103,420.371,0.019,-729744000.0,-0.103,-38,370,290.3
2018-12-04,0.89,5.788,420.371,0.019,-729744000.0,-0.108,-36,332,275.33
2018-12-06,0.89,5.947,420.371,0.019,-729744000.0,-0.069,-27,390,282.88
2018-12-07,0.89,5.574,420.371,0.019,-729744000.0,-0.116,-34,293,265.14
2018-12-10,0.89,5.67,420.371,0.019,-729744000.0,-0.11,-31,283,269.7
2018-12-11,0.89,5.577,420.371,0.019,-729744000.0,-0.174,-54,311,265.32
2018-12-12,0.89,5.778,420.371,0.019,-729744000.0,-0.051,-23,453,274.88
2018-12-13,0.89,5.802,420.371,0.019,-729744000.0,-0.127,-35,276,276.02
2018-12-14,0.89,5.609,420.371,0.019,-729744000.0,-0.13,-37,284,266.84
2018-12-17,0.89,5.524,420.371,0.019,-729744000.0,-0.097,-30,308,262.8
2018-12-18,0.89,5.696,420.371,0.019,-729744000.0,-0.069,-28,404,270.94
2018-12-19,0.89,5.608,420.371,0.019,-729744000.0,-0.079,-34,431,266.77
2018-12-20,0.89,5.478,420.371,0.019,-729744000.0,-0.164,-82,499,260.58
2018-12-21,0.89,5.18,420.371,0.019,-729744000.0,-0.163,-74,454,246.39
2018-12-24,0.89,4.917,420.371,0.019,-729744000.0,-0.109,-33,303,233.88
2018-12-26,0.89,5.333,420.371,0.019,-729744000.0,-0.07,-23,330,253.67
2018-12-27,0.89,5.373,420.371,0.019,-729744000.0,-0.089,-31,349,255.57
2018-12-28,0.89,5.383,420.371,0.019,-729744000.0,-0.006,-2,310,256.08
2018-12-31,0.3,5.627,892.2,0.006,-1305192000.0,-0.03,-11,368,267.66
2019-01-02,0.3,5.627,892.2,0.006,-1305192000.0,-0.118,-67,566,267.66
2019-01-03,0.3,5.701,892.2,0.006,-1305192000.0,-0.123,-67,543,271.2
2019-01-04,0.3,6.255,892.2,0.006,-1305192000.0,0.015,11,715,297.57
2019-01-07,0.3,6.629,892.2,0.006,-1305192000.0,-0.028,-18,647,315.34
2019-01-08,0.3,6.733,892.2,0.006,-1305192000.0,-0.092,-59,638,320.27
2019-01-09,0.3,6.726,892.2,0.006,-1305192000.0,-0.049,-22,449,319.96
2019-01-10,0.3,6.825,892.2,0.006,-1305192000.0,-0.049,-34,688,324.66
2019-01-11,0.3,7.097,892.2,0.006,-1305192000.0,-0.044,-47,1064,337.59
2019-01-14,0.3,6.999,892.2,0.006,-1305192000.0,-0.088,-35,398,332.94
2019-01-15,0.3,7.455,892.2,0.006,-1305192000.0,-0.078,-112,1434,354.64
2019-01-16,0.3,7.387,892.2,0.006,-1305192000.0,-0.116,-93,803,351.39
2019-01-17,0.3,7.425,892.2,0.006,-1305192000.0,-0.12,-269,2244,353.19
2019-01-18,0.3,7.128,892.2,0.006,-1305192000.0,-0.09,-144,1609,339.1
2019-01-22,0.3,6.835,892.2,0.006,-1305192000.0,-0.105,-84,798,325.16
2019-01-23,0.3,6.769,892.2,0.006,-1305192000.0,-0.125,-71,568,321.99
2019-01-24,0.3,6.867,892.2,0.006,-1305192000.0,-0.07,-30,429,326.67
2019-01-25,0.3,7.106,892.2,0.006,-1305192000.0,-0.062,-24,388,338.05
2019-01-28,0.3,7.056,892.2,0.006,-1305192000.0,-0.068,-22,326,335.66
2019-01-29,0.3,6.914,892.2,0.006,-1305192000.0,-0.104,-37,357,328.9
2019-01-30,0.3,7.161,892.2,0.006,-1305192000.0,-0.083,-28,336,340.66
2019-01-31,0.3,7.137,892.2,0.006,-1305192000.0,-0.069,-28,404,339.5
2019-02-01,0.3,7.144,892.2,0.006,-1305192000.0,-0.086,-28,325,339.85
2019-02-04,0.3,7.386,892.2,0.006,-1305192000.0,-0.069,-36,523,351.34
2019-02-05,0.3,7.48,892.2,0.006,-1305192000.0,-0.055,-26,473,355.81
2019-02-06,0.3,7.404,892.2,0.006,-1305192000.0,-0.139,-50,360,352.19
2019-02-07,0.3,7.246,892.2,0.006,-1305192000.0,-0.113,-32,284,344.71
2019-02-08,0.3,7.306,892.2,0.006,-1305192000.0,-0.101,-34,336,347.57
2019-02-11,0.3,7.268,892.2,0.006,-1305192000.0,-0.068,-17,252,345.73
2019-02-12,0.3,7.567,892.2,0.006,-1305192000.0,-0.011,-6,526,359.97
2019-02-13,0.3,7.395,892.2,0.006,-1305192000.0,-0.057,-29,509,351.77
2019-02-14,0.3,7.548,892.2,0.006,-1305192000.0,-0.002,-1,441,359.07
2019-02-15,0.3,7.502,892.2,0.006,-1305192000.0,-0.094,-39,416,356.87
2019-02-19,0.3,7.608,892.2,0.006,-1305192000.0,-0.051,-23,448,361.92
2019-02-20,0.3,7.566,892.2,0.006,-1305192000.0,-0.096,-37,384,359.91
2019-02-21,0.3,7.504,892.2,0.006,-1305192000.0,-0.112,-35,313,356.97
2019-02-22,0.3,7.631,892.2,0.006,-1305192000.0,-0.083,-27,326,363.02
2019-02-25,0.3,7.65,892.2,0.006,-1305192000.0,-0.023,-9,390,363.91
2019-02-26,0.3,7.672,892.2,0.006,-1305192000.0,-0.091,-28,308,364.97
2019-02-27,0.3,7.628,892.2,0.006,-1305192000.0,-0.102,-31,303,362.87
2019-02-28,0.3,7.528,892.2,0.006,-1305192000.0,-0.176,-63,358,358.1
2019-03-01,0.3,7.511,892.2,0.006,-1305192000.0,-0.161,-50,310,357.32
2019-03-04,0.3,7.379,892.2,0.006,-1305192000.0,-0.161,-51,317,351.04
2019-03-05,0.3,7.448,892.2,0.006,-1305192000.0,-0.062,-22,358,354.3
2019-03-06,0.3,7.56,892.2,0.006,-1305192000.0,-0.028,-10,357,359.61
2019-03-07,0.3,7.412,892.2,0.006,-1305192000.0,-0.104,-37,355,352.6
2019-03-08,0.3,7.349,892.2,0.006,-1305192000.0,-0.108,-39,360,349.6
2019-03-11,0.3,7.544,892.2,0.006,-1305192000.0,-0.114,-31,271,358.86
2019-03-12,0.3,7.489,892.2,0.006,-1305192000.0,-0.08,-23,289,356.27
2019-03-13,0.3,7.593,892.2,0.006,-1305192000.0,-0.105,-34,325,361.21
2019-03-14,0.3,7.543,892.2,0.006,-1305192000.0,-0.085,-28,328,358.82
2019-03-15,0.3,7.598,892.2,0.006,-1305192000.0,-0.015,-5,341,361.46
2019-03-18,0.3,7.64,892.2,0.006,-1305192000.0,-0.003,-1,335,363.44
2019-03-19,0.3,7.542,892.2,0.006,-1305192000.0,-0.132,-51,387,358.78
2019-03-20,0.3,7.888,892.2,0.006,-1305192000.0,0.009,5,576,375.22
2019-03-21,0.3,7.943,892.2,0.006,-1305192000.0,-0.044,-19,428,377.87
2019-03-22,0.3,7.589,892.2,0.006,-1305192000.0,-0.045,-17,381,361.01
2019-03-25,0.3,7.699,892.2,0.006,-1305192000.0,-0.108,-46,426,366.23
2019-03-26,0.3,7.567,892.2,0.006,-1305192000.0,-0.091,-30,330,359.97
2019-03-27,0.3,7.428,892.2,0.006,-1305192000.0,-0.117,-32,273,353.37
2019-03-28,0.3,7.454,892.2,0.006,-1305192000.0,-0.081,-22,273,354.61
2019-03-29,0.3,7.495,892.2,0.006,-1305192000.0,-0.092,-20,217,356.56
2019-04-01,0.76,7.714,469.158,0.016,-440180000.0,-0.007,-2,279,366.96
2019-04-02,0.76,7.73,469.158,0.016,-440180000.0,-0.034,-11,326,367.72
2019-04-03,0.76,7.773,469.158,0.016,-440180000.0,-0.039,-13,337,369.75
2019-04-04,0.76,7.733,469.158,0.016,-440180000.0,-0.049,-14,287,367.88
2019-04-05,0.76,7.683,469.158,0.016,-440180000.0,-0.106,-27,254,365.49
2019-04-08,0.76,7.597,469.158,0.016,-440180000.0,-0.112,-34,303,361.41
2019-04-09,0.76,7.667,469.158,0.016,-440180000.0,-0.03,-11,372,364.71
2019-04-10,0.76,7.65,469.158,0.016,-440180000.0,-0.069,-27,392,363.92
2019-04-11,0.76,7.729,469.158,0.016,-440180000.0,-0.061,-26,425,367.65
2019-04-12,0.76,7.382,469.158,0.016,-440180000.0,-0.154,-166,1080,351.14
2019-04-15,0.76,7.334,469.158,0.016,-440180000.0,-0.122,-67,550,348.87
2019-04-16,0.76,7.556,469.158,0.016,-440180000.0,-0.078,-133,1717,359.46
2019-04-17,0.76,7.457,469.158,0.016,-440180000.0,-0.083,-88,1065,354.74
2019-04-18,0.76,7.575,469.158,0.016,-440180000.0,-0.044,-20,450,360.35
2019-04-22,0.76,7.932,469.158,0.016,-440180000.0,-0.002,-1,581,377.34
2019-04-23,0.76,8.028,469.158,0.016,-440180000.0,-0.041,-22,531,381.89
2019-04-24,0.76,7.867,469.158,0.016,-440180000.0,-0.098,-43,441,374.23
2019-04-25,0.76,7.743,469.158,0.016,-440180000.0,-0.118,-41,348,368.33
2019-04-26,0.76,7.88,469.158,0.016,-440180000.0,-0.063,-20,316,374.85
2019-04-29,0.76,7.816,469.158,0.016,-440180000.0,-0.075,-19,253,371.83
2019-04-30,0.76,7.789,469.158,0.016,-440180000.0,-0.03,-9,302,370.54
2019-05-01,0.76,7.963,469.158,0.016,-440180000.0,0.0,0,442,378.81
2019-05-02,0.76,7.968,469.158,0.016,-440180000.0,-0.06,-25,420,379.06
2019-05-03,0.76,8.094,469.158,0.016,-440180000.0,-0.074,-31,419,385.03
2019-05-06,0.76,7.96,469.158,0.016,-440180000.0,-0.081,-28,345,378.67
2019-05-07,0.76,7.788,469.158,0.016,-440180000.0,-0.076,-26,340,370.46
2019-05-08,0.76,7.66,469.158,0.016,-440180000.0,-0.122,-49,401,364.37
2019-05-09,0.76,7.626,469.158,0.016,-440180000.0,-0.104,-42,405,362.75
2019-05-10,0.76,7.59,469.158,0.016,-440180000.0,-0.118,-36,306,361.04
2019-05-13,0.76,7.258,469.158,0.016,-440180000.0,-0.101,-37,367,345.26
2019-05-14,0.76,7.265,469.158,0.016,-440180000.0,-0.109,-44,403,345.61
2019-05-15,0.76,7.462,469.158,0.016,-440180000.0,-0.047,-20,422,354.99
2019-05-16,0.76,7.553,469.158,0.016,-440180000.0,-0.026,-10,391,359.31
2019-05-17,0.76,7.451,469.158,0.016,-440180000.0,-0.065,-22,337,354.45
2019-05-20,0.76,7.318,469.158,0.016,-440180000.0,-0.05,-14,282,348.11
2019-05-21,0.76,7.447,469.158,0.016,-440180000.0,-0.07,-26,374,354.27
2019-05-22,0.76,7.562,469.158,0.016,-440180000.0,-0.073,-31,427,359.73
2019-05-23,0.76,7.404,469.158,0.016,-440180000.0,-0.097,-33,341,352.21
2019-05-24,0.76,7.45,469.158,0.016,-440180000.0,-0.062,-17,272,354.39
2019-05-28,0.76,7.464,469.158,0.016,-440180000.0,-0.101,-23,228,355.06
2019-05-29,0.76,7.341,469.158,0.016,-440180000.0,-0.083,-24,288,349.19
2019-05-30,0.76,7.396,469.158,0.016,-440180000.0,-0.07,-16,227,351.85
2019-05-31,0.76,7.216,469.158,0.016,-440180000.0,-0.091,-24,263,343.28
2019-06-03,0.76,7.077,469.158,0.016,-440180000.0,-0.129,-38,294,336.63
2019-06-04,0.76,7.429,469.158,0.016,-440180000.0,-0.04,-16,399,353.4
2019-06-05,0.76,7.478,469.158,0.016,-440180000.0,-0.071,-24,337,355.73
2019-06-06,0.76,7.507,469.158,0.016,-440180000.0,-0.085,-22,259,357.13
2019-06-07,0.76,7.586,469.158,0.016,-440180000.0,-0.026,-7,264,360.87
2019-06-10,0.76,7.4,469.158,0.016,-440180000.0,-0.113,-40,355,352.01
2019-06-11,0.76,7.384,469.158,0.016,-440180000.0,-0.048,-15,315,351.27
2019-06-12,0.76,7.264,469.158,0.016,-440180000.0,-0.09,-27,299,345.56
2019-06-13,0.76,7.219,469.158,0.016,-440180000.0,-0.1,-40,402,343.43
2019-06-14,0.76,7.142,469.158,0.016,-440180000.0,-0.086,-31,361,339.73
2019-06-17,0.76,7.371,469.158,0.016,-440180000.0,-0.021,-7,333,350.62
2019-06-18,0.76,7.507,469.158,0.016,-440180000.0,-0.069,-20,290,357.12
2019-06-19,0.76,7.642,469.158,0.016,-440180000.0,-0.095,-32,337,363.52
2019-06-20,0.76,7.677,469.158,0.016,-440180000.0,-0.029,-8,278,365.21
2019-06-21,0.76,7.761,469.158,0.016,-440180000.0,-0.107,-30,280,369.21
2019-06-24,0.76,7.8,469.158,0.016,-440180000.0,-0.047,-12,257,371.04
2019-06-25,0.76,7.574,469.158,0.016,-440180000.0,-0.06,-19,319,360.3
2019-06-26,0.76,7.614,469.158,0.016,-440180000.0,-0.122,-35,286,362.2
2019-06-27,0.76,7.778,469.158,0.016,-440180000.0,-0.075,-23,305,370.02
2019-06-28,0.76,7.722,469.158,0.016,-440180000.0,-0.095,-22,232,367.32
2019-07-01,0.6,7.875,612.2,0.013,-583338000.0,-0.041,-10,244,374.6
2019-07-02,0.6,7.892,612.2,0.013,-583338000.0,-0.087,-22,254,375.43
2019-07-03,0.6,8.024,612.2,0.013,-583338000.0,-0.038,-11,286,381.72
2019-07-05,0.6,8.0,612.2,0.013,-583338000.0,-0.09,-19,211,380.55
2019-07-08,0.6,7.908,612.2,0.013,-583338000.0,-0.102,-25,246,376.16
2019-07-09,0.6,7.987,612.2,0.013,-583338000.0,-0.079,-45,572,379.93
2019-07-10,0.6,8.009,612.2,0.013,-583338000.0,-0.158,-71,450,381.0
2019-07-11,0.6,7.978,612.2,0.013,-583338000.0,-0.069,-21,303,379.5
2019-07-12,0.6,7.846,612.2,0.013,-583338000.0,-0.062,-22,352,373.25
2019-07-15,0.6,7.707,612.2,0.013,-583338000.0,-0.076,-34,448,366.6
2019-07-16,0.6,7.694,612.2,0.013,-583338000.0,-0.063,-25,399,365.99
