date,Adj Close,Volume,Adj Close_s&p500,Volume_s&p500,SMA_20,SMA_50,RSI,MACD,Signal_Line,P_mean,P_sum,twt_count,NFLX_Returns,SP500_Returns,Relative_Performance
2019-04-09,364.71,5439200,2878.2,3032480000,363.624,357.554,41.991,2.651,3.138,-0.0296,-11,372,1,-0.006067470828139,0.0151983747876308
2019-04-10,363.92,4545600,2888.21,3092230000,363.759,358.254,39.059,2.454,3.001,-0.0689,-27,392,0,0.0034778681120144,-0.005643972688253
2019-04-11,367.65,6526900,2888.3201,2970650000,364.2,358.794,56.559,2.57,2.915,-0.0612,-26,425,1,3.812049677831553e-05,0.0102113848890206
2019-04-12,351.14,15646200,2907.4099,3726050000,363.684,359.027,37.813,1.315,2.595,-0.1537,-166,1080,0,0.0066093089889864,-0.0515161497342605
2019-04-15,348.87,8842300,2905.5801,3114530000,362.956,359.207,40.418,0.135,2.103,-0.1218,-67,550,0,-0.0006293574222197,-0.0058353005489598
2019-04-16,359.46,18740200,2907.0601,3403120000,362.99,359.369,54.918,0.054,1.693,-0.0775,-133,1717,1,0.0005093647220395,0.0298457818941784
2019-04-17,354.74,18054100,2900.45,3648100000,361.966,359.348,50.099,-0.387,1.277,-0.0826,-88,1065,0,-0.0022738091998856,-0.0108569981222085
2019-04-18,360.35,8353200,2905.03,3507100000,361.09,359.511,52.744,-0.28,0.966,-0.0444,-20,450,1,0.0015790653174507,0.014235333960894
2019-04-22,377.34,11980500,2907.97,3010130000,361.906,360.164,56.861,1.162,1.005,-0.0017,-1,581,1,0.0010120377414346,0.0461365677809739
2019-04-23,381.89,10089800,2933.6799,3674480000,362.69,360.85,58.92,2.642,1.332,-0.0414,-22,531,1,0.0088411847439968,0.0032169061024547
2019-04-24,374.23,6541900,2927.25,3468480000,363.402,361.42,52.633,3.16,1.698,-0.0975,-43,441,0,-0.00219175241307,-0.0178663795097349
2019-04-25,368.33,6255500,2926.1699,3440010000,364.15,361.587,50.253,3.059,1.97,-0.1178,-41,348,0,-0.0003689811256298,-0.0153967244564988
2019-04-26,374.85,5621900,2939.8799,3264390000,365.162,362.049,55.02,3.465,2.269,-0.0633,-20,316,1,0.0046853055251507,0.0130162121356425
2019-04-29,371.83,3821700,2943.03,3150390000,365.926,362.304,55.653,3.503,2.516,-0.0751,-19,253,0,0.0010715063564332,-0.009128062312149
2019-04-30,370.54,3870100,2945.8301,3939760000,366.105,362.578,53.233,3.39,2.691,-0.0298,-9,302,0,0.0009514344060372,-0.0044207617868294
2019-05-01,378.81,9257300,2923.73,3669330000,366.66,362.915,57.626,3.922,2.937,0.0,0,442,1,-0.0075021638213284,0.0298209418210044
2019-05-02,379.06,5398200,2917.52,3802290000,367.125,363.298,56.059,4.315,3.213,-0.0595,-25,420,1,-0.0021239991380873,0.0027839605963381
2019-05-03,385.03,5130300,2945.6399,3357180000,367.982,363.86,70.267,5.049,3.58,-0.074,-31,419,1,0.0096382886835395,0.0061111968860272
2019-05-06,378.67,5793100,2932.47,3203260000,368.642,364.173,66.99,5.06,3.876,-0.0812,-28,345,0,-0.004470980991261,-0.012047212396267
2019-05-07,370.46,6974900,2884.05,3793060000,369.094,364.304,56.446,4.356,3.972,-0.0765,-26,340,0,-0.0165116778688271,-0.0051694693041731
2019-05-08,364.37,6572000,2879.4199,3543110000,369.077,364.292,55.554,3.268,3.831,-0.1222,-49,401,0,-0.0016054159948684,-0.0148336057618664
2019-05-09,362.75,5882600,2870.72,3659050000,369.018,364.289,51.451,2.25,3.515,-0.1037,-42,405,0,-0.0030214071938587,-0.0014246229403455
2019-05-10,361.04,5657100,2881.3999,3566780000,368.688,364.348,37.912,1.29,3.07,-0.1176,-36,306,0,0.0037202861999776,-0.0084342765514593
2019-05-13,345.26,8026700,2811.8701,3900270000,368.394,364.107,26.713,-0.735,2.309,-0.1008,-37,367,0,-0.0241305623700479,-0.0195765060988198
2019-05-14,345.61,5353000,2834.4099,3354860000,368.231,363.998,29.941,-2.286,1.39,-0.1092,-44,403,1,0.0080159463980928,-0.0070022176139881
2019-05-15,354.99,6340100,2850.96,3140900000,368.008,364.012,41.085,-2.727,0.567,-0.0474,-20,422,1,0.0058389931533897,0.0213014252372818
2019-05-16,359.31,6441500,2876.3201,3338470000,368.236,364.006,39.3,-2.696,-0.086,-0.0256,-10,391,1,0.0088952843954317,0.0032740724878608
2019-05-17,354.45,4725400,2859.53,3316040000,367.941,364.043,38.329,-3.029,-0.675,-0.0653,-22,337,0,-0.0058373544724732,-0.007688570216514
2019-05-20,348.11,4621500,2840.23,3293750000,366.48,364.013,35.895,-3.761,-1.292,-0.0496,-14,282,0,-0.0067493609089606,-0.0111375060680459
2019-05-21,354.27,4026400,2864.3601,3223050000,365.098,363.921,34.147,-3.801,-1.794,-0.0695,-26,374,1,0.0084958260422571,0.0091997299601558
2019-05-22,359.73,6229400,2856.27,3194000000,364.374,363.991,38.3,-3.353,-2.106,-0.0726,-31,427,1,-0.0028244004655698,0.018236374383768
2019-05-23,352.21,5630400,2822.24,3899320000,363.568,363.811,30.501,-3.563,-2.397,-0.0968,-33,341,0,-0.0119141397696996,-0.008990427544675
2019-05-24,354.39,3831000,2826.0601,2889230000,362.544,363.722,34.821,-3.514,-2.62,-0.0625,-17,272,1,0.001353570213731,0.004835919011447
2019-05-28,355.06,4717100,2802.3899,4146980000,361.706,363.594,39.371,-3.382,-2.773,-0.1009,-23,228,1,-0.0083756888255844,0.0102662613586695
2019-05-29,349.19,5658900,2783.02,3701110000,360.638,363.309,39.49,-3.708,-2.96,-0.0833,-24,288,0,-0.0069119218564126,-0.0096204951998595
2019-05-30,351.85,4008000,2788.8601,3276030000,359.29,363.17,42.561,-3.709,-3.11,-0.0705,-16,227,1,0.002098475756552,0.0055191536142775
2019-05-31,343.28,5023400,2752.0601,3982670000,357.502,362.532,38.917,-4.351,-3.358,-0.0913,-24,263,0,-0.0131953553353213,-0.0111616149645225
2019-06-03,336.63,7849600,2744.45,3952360000,355.081,361.707,43.922,-5.335,-3.753,-0.1293,-38,294,0,-0.0027652375760254,-0.0166067036964051
2019-06-04,353.4,7891600,2803.27,3814130000,353.818,361.555,54.456,-4.708,-3.944,-0.0401,-16,399,1,0.0214323452786533,0.0283849615567444
2019-06-05,355.73,5020100,2826.1499,3570760000,353.082,361.345,50.46,-3.976,-3.951,-0.0712,-24,337,1,0.0081618609695106,-0.0015687653271789
2019-06-06,357.13,3710000,2843.49,3445140000,352.72,361.288,48.592,-3.246,-3.81,-0.0849,-22,259,1,0.0061355910385361,-0.0022000219271314
2019-06-07,360.87,4777300,2873.3401,3244380000,352.626,361.438,54.206,-2.339,-3.516,-0.0265,-7,264,1,0.0104976982510929,-2.532124552079296e-05
2019-06-10,352.01,7810300,2886.73,3209890000,352.174,361.386,52.473,-2.309,-3.274,-0.1127,-40,355,0,0.0046600470302837,-0.0292118246787445
2019-06-11,351.27,5396700,2885.72,3551000000,352.475,361.28,47.957,-2.317,-3.083,-0.0476,-15,315,0,-0.0003498768502769,-0.0017523361550353
2019-06-12,345.56,4584700,2879.8401,3039870000,352.472,360.852,40.383,-2.753,-3.017,-0.0903,-27,299,0,-0.0020375850740889,-0.0142177171151102
2019-06-13,343.43,6209300,2891.6399,3100640000,351.894,360.366,43.571,-3.233,-3.06,-0.0995,-40,402,0,0.0040973802677448,-0.0102612881274508
2019-06-14,339.73,5019000,2886.98,2992810000,350.915,359.766,39.499,-3.868,-3.222,-0.0859,-31,361,0,-0.0016115077122846,-0.0091621579546634
2019-06-17,350.62,5358200,2889.6699,2828400000,350.723,359.421,47.226,-3.452,-3.268,-0.021,-7,333,1,0.0009317348925172,0.0311231322078271
2019-06-18,357.12,5428500,2917.75,3441540000,351.174,359.253,54.916,-2.568,-3.128,-0.069,-20,290,1,0.0097174075142631,0.0088211812713165
2019-06-19,363.52,5667200,2926.46,3300220000,351.636,359.295,56.914,-1.336,-2.77,-0.095,-32,337,1,0.0029851769342814,0.0149359700191233
2019-06-20,365.21,5899500,2954.1799,3943060000,351.91,359.305,64.147,-0.221,-2.26,-0.0288,-8,278,1,0.0094721609043006,-0.0048231732282444
2019-06-21,369.21,7448400,2950.46,5003540000,352.76,359.411,71.761,0.974,-1.613,-0.1071,-30,280,1,-0.0012591988727564,0.0122118014849522
2019-06-24,371.04,4830200,2945.3501,3136960000,353.593,359.479,64.72,2.046,-0.881,-0.0467,-12,257,1,-0.0017318994326308,0.0066884282373761
2019-06-25,360.3,5750400,2917.3799,3579430000,353.855,359.662,53.344,2.005,-0.304,-0.0596,-19,319,0,-0.009496392296454,-0.0194492739389923
2019-06-26,362.2,3669700,2913.78,3511350000,354.506,359.929,53.683,2.102,0.177,-0.1224,-35,286,1,-0.0012339496820416,0.0065073329737429
2019-06-27,370.02,4138600,2924.9199,3162500000,355.414,360.14,56.275,2.778,0.697,-0.0754,-23,305,1,0.0038231781397359,0.0177671034726327
2019-06-28,367.32,4592700,2941.76,5422650000,356.616,360.392,61.468,3.06,1.17,-0.0948,-22,232,0,0.0057574568110396,-0.0130543596811547
2019-07-01,374.6,4992600,2964.3301,3524860000,358.514,360.677,65.916,3.828,1.702,-0.041,-10,244,1,0.0076723118133361,0.0121469193747287
2019-07-02,375.43,3625000,2973.01,3224490000,359.616,360.638,71.832,4.451,2.251,-0.0866,-22,254,1,0.0029281151920295,-0.0007124184488367
2019-07-03,381.72,3799000,2995.8201,1963570000,360.916,360.635,76.381,5.391,2.879,-0.0385,-11,286,1,0.0076723926256554,0.0090817293145197
2019-07-05,380.55,3732200,2990.4099,2434680000,362.086,360.761,79.14,5.972,3.498,-0.09,-19,211,0,-0.0018059161830177,-0.0012591576931219
2019-07-08,376.16,3113400,2975.95,2922360000,362.851,360.918,70.098,6.01,4.0,-0.1016,-25,246,0,-0.004835424066781,-0.0067005107643842
2019-07-09,379.93,6932800,2979.6299,3033330000,364.247,361.02,68.755,6.271,4.454,-0.0787,-45,572,1,0.001236546312942,0.0087857846100694
2019-07-10,381.0,5878800,2993.0701,3157800000,365.734,361.203,65.753,6.49,4.861,-0.1578,-71,450,1,0.0045106944322179,-0.0016943861649056
2019-07-11,379.5,4336300,2999.9099,3155710000,367.431,361.382,62.923,6.467,5.183,-0.0693,-21,303,0,0.0022852120971039,-0.0062222199711197
2019-07-12,373.25,6636900,3013.77,2984140000,368.922,361.271,53.511,5.878,5.322,-0.0625,-22,352,0,0.0046201720925018,-0.0210892103006705
2019-07-15,366.6,7944700,3014.3,2876100000,370.265,361.022,46.44,4.818,5.221,-0.0759,-34,448,0,0.0001758594716916,-0.017992336363855
2019-07-16,365.99,5863200,3004.04,3297030000,371.034,360.641,55.447,3.885,4.954,-0.0627,-25,399,0,-0.0034037753375577,0.0017398364395763
2019-07-17,362.44,13639500,2984.4199,3185650000,371.3,360.316,50.223,2.826,4.528,-0.1725,-343,1988,0,-0.0065312379329169,-0.0031684806386287
2019-07-18,325.21,31287100,2995.1101,3369820000,369.384,359.411,23.1,-1.006,3.421,-0.1634,-292,1787,0,0.0035820026531789,-0.1063024529346049
2019-07-19,315.1,16302500,2976.6101,3285890000,366.878,358.426,21.213,-4.803,1.776,-0.1802,-111,616,0,-0.0061767345380725,-0.0249108703941249
2019-07-22,310.62,17718000,2985.03,3016200000,363.949,357.383,13.606,-8.081,-0.195,-0.0867,-52,600,0,0.0028286875731557,-0.017046396237072
2019-07-23,307.3,9171100,3005.47,3333810000,360.762,356.309,12.313,-10.822,-2.32,-0.1765,-81,459,0,0.0068475023701604,-0.0175358031878798
2019-07-24,317.94,11961800,3019.5601,3433220000,358.644,355.762,16.339,-11.997,-4.256,-0.0596,-39,654,1,0.0046881519363028,0.029935993849574
2019-07-25,326.46,10798500,3003.6699,3657050000,356.857,355.379,23.509,-12.101,-5.825,-0.01,-6,602,1,-0.0052624221654009,0.0320599311293563
2019-07-26,335.78,10847500,3025.8601,3260170000,355.145,354.995,31.134,-11.301,-6.92,-0.0356,-16,450,1,0.0073876959648595,0.0211609776858174
2019-07-29,332.7,5782800,3020.97,3224490000,353.414,354.463,27.791,-10.792,-7.694,-0.1225,-43,351,0,-0.001616102476119,-0.0075565701071198
2019-07-30,325.93,6029300,3013.1799,3632770000,350.98,353.892,25.422,-10.81,-8.317,-0.1465,-52,355,0,-0.0025786750613212,-0.0177699873973501
2019-07-31,322.99,6259500,2980.3799,4626330000,348.358,353.39,25.099,-10.935,-8.841,-0.1351,-47,348,0,-0.0108855100221531,0.0018651682309709
2019-08-01,319.5,6563200,2953.5601,4793810000,345.248,352.695,25.725,-11.187,-9.31,-0.1161,-31,267,0,-0.0089987856917166,-0.0018065023976979
2019-08-02,318.83,6280300,2932.05,3882810000,342.162,351.877,27.194,-11.31,-9.71,-0.0847,-21,248,0,-0.0072827703759946,0.0051857437719258
2019-08-05,307.63,8692500,2844.74,4542850000,338.735,350.985,24.696,-12.171,-10.202,-0.1404,-41,292,0,-0.0297778005149981,-0.005350637837729
2019-08-06,310.1,6179100,2881.77,4156640000,335.244,350.099,27.092,-12.51,-10.664,-0.1437,-51,355,1,0.0130170068266344,-0.0049878809286398
2019-08-07,304.29,9322400,2883.98,4512720000,331.408,349.084,37.37,-13.097,-11.151,-0.1166,-50,429,0,0.0007668897934256,-0.0195027814412811
2019-08-08,315.9,5905900,2938.0901,4118530000,328.228,348.418,50.474,-12.481,-11.417,-0.0479,-17,355,1,0.0187623007094361,0.0193920914822229
2019-08-09,308.93,5349100,2918.6499,3356850000,325.012,347.56,49.027,-12.412,-11.616,-0.0268,-6,224,0,-0.0066166112468777,-0.0154473330392886
2019-08-12,310.83,6531700,2882.7,3328570000,322.224,346.911,52.067,-12.065,-11.706,-0.0565,-16,283,1,-0.0123173046551421,0.0184675652319716
2019-08-13,312.28,5289400,2926.3201,3857190000,319.538,346.424,46.286,-11.54,-11.673,-0.0959,-26,271,1,0.0151316821035834,-0.0104667527209627
2019-08-14,299.11,7355800,2840.6001,4325150000,316.372,345.338,33.086,-12.048,-11.748,-0.1731,-49,283,0,-0.029292762606524,-0.0128809276714315
2019-08-15,295.76,9629200,2847.6001,4041720000,314.899,344.138,23.277,-12.576,-11.913,-0.0735,-25,340,0,0.002464268025619,-0.0136641610415664
2019-08-16,302.8,6905800,2888.6799,3524080000,314.284,343.052,31.038,-12.285,-11.988,-0.1176,-36,306,1,0.0144261127115425,0.0093769708697395
2019-08-19,309.38,4942200,2923.6499,3221050000,314.222,342.022,39.479,-11.391,-11.868,-0.0667,-31,465,1,0.0121058757669896,0.0096246394245558
2019-08-20,298.99,7349900,2900.51,3067710000,313.806,340.962,36.063,-11.391,-11.773,-0.1173,-65,554,0,-0.0079147301460409,-0.0256685654774641
2019-08-21,297.81,5685400,2924.4299,3016540000,312.8,339.892,37.057,-11.354,-11.689,-0.1341,-70,522,0,0.0082467910815684,-0.0121934113698723
2019-08-22,296.93,4974200,2922.95,2893660000,311.324,338.92,36.964,-11.267,-11.605,-0.1093,-48,439,0,-0.0005060473496049,-0.002448856783903
2019-08-23,291.44,6324900,2847.1101,3942520000,309.106,337.88,39.66,-11.508,-11.585,-0.1168,-55,471,0,-0.025946355565439,0.0074571493552211
2019-08-26,294.98,4695700,2878.3799,2859790000,307.22,336.985,40.474,-11.283,-11.525,-0.0876,-41,468,1,0.0109829964074799,0.0011635860794814
2019-08-27,291.03,6309400,2869.1599,3537490000,305.476,335.793,41.445,-11.293,-11.478,-0.1542,-76,493,0,-0.0032031907949329,-0.01018754756021
2019-08-28,291.77,3955700,2887.9399,3102480000,303.914,334.486,31.893,-11.114,-11.406,-0.1132,-59,521,1,0.0065454699823455,-0.0040027767892039
2019-08-29,296.78,4388500,2924.5801,3177150000,302.778,333.151,40.606,-10.447,-11.214,-0.0683,-37,542,1,0.012687313887661,0.0044837455084385
2019-08-30,293.75,4446400,2926.46,3009910000,301.524,331.722,37.021,-10.047,-10.98,-0.1014,-45,444,0,0.0006427931312258,-0.0108523759872133
2019-09-03,289.29,3682800,2906.27,3427830000,300.608,330.124,33.295,-9.975,-10.779,-0.0726,-36,496,0,-0.0068991204390287,-0.0082838582843755
2019-09-04,291.52,4652500,2937.78,3167900000,299.678,328.533,43.442,-9.627,-10.549,-0.068,-34,500,1,0.010842075925499,-0.003133548150602
2019-09-05,293.25,8966800,2976.0,3902600000,299.126,327.192,47.769,-9.106,-10.26,-0.0883,-61,691,1,0.01300982374446,-0.0070754110111999
2019-09-06,290.17,5166600,2978.71,3209340000,297.84,325.752,37.923,-8.841,-9.976,-0.0661,-32,484,0,0.0009106182795699,-0.0114136020817864
2019-09-09,294.34,8232700,2978.4299,4031120000,297.11,324.238,34.924,-8.199,-9.621,-0.078,-32,410,1,-9.403399458152162e-05,0.0144649200269072
2019-09-10,287.99,12320200,2979.3899,4393040000,295.968,322.652,38.002,-8.109,-9.318,-0.1319,-96,728,0,0.0003223174733775,-0.021896007763518
2019-09-11,288.27,7405900,3000.9299,3934370000,294.768,320.925,39.386,-7.924,-9.04,-0.1175,-47,400,1,0.007229668060565,-0.0062574120794547
2019-09-12,288.86,5010900,3009.5701,3796990000,294.256,319.194,40.963,-7.642,-8.76,-0.0841,-26,309,1,0.0028791742186313,-0.0008324818815861
2019-09-13,294.15,6583100,3007.3899,3557010000,294.175,317.442,53.048,-6.912,-8.391,-0.0644,-23,357,1,-0.0007244224017243,0.0190377922002425
2019-09-16,294.29,5307400,2997.96,4285860000,293.75,315.717,49.16,-6.25,-7.962,-0.108,-46,426,1,-0.0031355761353059,0.0036115237810651
2019-09-17,298.6,4777100,3005.7,3673250000,293.21,314.166,59.14,-5.316,-7.433,-0.0542,-22,406,1,0.0025817555938036,0.0120636621913741
2019-09-18,291.56,7811100,3006.73,3458800000,292.839,312.398,49.78,-5.086,-6.964,-0.1135,-47,414,0,0.0003426822370828,-0.023919373462803
2019-09-19,286.6,8461300,3006.79,3265660000,292.278,310.51,39.32,-5.243,-6.619,-0.1836,-92,501,0,1.9955233758972568e-05,-0.0170318910274205
2019-09-20,270.75,23832800,2992.0701,6103440000,290.97,308.335,30.985,-6.57,-6.61,-0.1377,-129,937,0,-0.0048955530648964,-0.0504080059023053
2019-09-23,265.92,13478600,2991.78,3187250000,289.694,306.189,30.797,-7.921,-6.872,-0.1272,-85,668,0,-9.695628454686744e-05,-0.0177423788955084
2019-09-24,254.59,16338200,2966.6001,3872800000,287.674,303.949,23.603,-9.793,-7.456,-0.1221,-94,770,0,-0.0084163608286705,-0.0341904382086338
2019-09-25,264.75,11643800,2984.8701,3331200000,286.36,301.924,31.819,-10.337,-8.032,-0.1105,-59,534,1,0.0061585651534226,0.0337487367830242
2019-09-26,263.31,7684000,2977.6201,3084910000,284.937,299.941,32.499,-10.761,-8.578,-0.1173,-46,392,0,-0.0024289164208519,-0.0030101770635673
2019-09-27,263.08,7328300,2961.79,3246480000,283.252,298.699,28.53,-10.988,-9.06,-0.0934,-31,332,0,-0.0053163598673988,0.004442864747578
2019-09-30,267.62,6727200,2976.74,3249130000,281.946,297.749,35.653,-10.679,-9.384,-0.0563,-16,284,1,0.0050476232278453,0.0122094848761535
2019-10-01,269.58,8650300,2940.25,3560750000,280.96,296.928,37.14,-10.159,-9.539,-0.0634,-22,347,1,-0.012258376613342,0.0195821939663051
2019-10-02,268.03,7659100,2887.6101,3914180000,279.786,296.143,35.855,-9.759,-9.583,-0.0867,-30,346,0,-0.0179032055097355,0.0121535208150251
2019-10-03,268.15,8951000,2910.6299,3515130000,278.53,295.147,31.011,-9.325,-9.531,-0.1079,-37,343,1,0.0079719211399074,-0.0075242100627892
2019-10-04,272.79,9890400,2952.01,3005600000,277.662,294.074,35.266,-8.509,-9.327,-0.1352,-68,503,1,0.0142168882412705,0.0030868596610231
2019-10-07,274.46,6525600,2938.79,2959050000,276.668,292.847,32.836,-7.639,-8.989,-0.0933,-35,375,1,-0.0044783046127893,0.0106002299033057
2019-10-08,270.72,6276400,2893.0601,3370700000,275.804,291.608,34.452,-7.169,-8.625,-0.1279,-44,344,0,-0.0155607920266503,0.0019340340291281
2019-10-09,267.53,6794400,2919.3999,2735350000,274.767,290.44,35.387,-6.973,-8.295,-0.0909,-38,418,0,0.0091044772972395,-0.0208878697322278
2019-10-10,280.48,10809100,2938.1299,3234400000,274.348,289.589,57.803,-5.708,-7.777,-0.0627,-35,558,1,0.0064157020763069,0.0419900841906539
2019-10-11,282.93,8786100,2970.27,3581320000,273.787,288.858,64.182,-4.455,-7.113,-0.0825,-42,509,1,0.0109389649518218,-0.0022039392815424
2019-10-14,285.53,5513200,2966.1499,2559270000,273.349,288.192,80.191,-3.216,-6.334,-0.0958,-32,334,1,-0.0013871129560613,0.0105766651421143
2019-10-15,284.25,7685600,2995.6799,3345090000,272.632,287.724,73.017,-2.311,-5.529,-0.0943,-46,488,0,0.0099556667719322,-0.014438558236927
2019-10-16,286.28,16175900,2989.6899,3230320000,272.368,287.248,76.74,-1.413,-4.706,-0.0632,-107,1693,1,-0.001999546079673,0.0091411467832788
2019-10-17,293.35,38258900,2997.95,3103470000,272.705,287.029,80.398,-0.13,-3.791,-0.0876,-136,1553,1,0.0027628617937933,0.021933239924804
2019-10-18,275.3,23429900,2986.2,3268970000,272.932,286.217,56.066,-0.563,-3.145,-0.0898,-67,746,0,-0.0039193448856719,-0.0576112499668932
2019-10-21,278.05,12599200,3006.72,3271960000,273.539,285.6,56.608,-0.676,-2.651,-0.0686,-35,510,1,0.006871609403255,0.0031174933936937
2019-10-22,266.69,11802400,2995.99,3527540000,274.144,284.717,49.093,-1.663,-2.454,-0.1426,-84,589,0,-0.0035686728395061,-0.0372872883185589
2019-10-23,271.27,7133500,3004.52,3413600000,274.47,283.897,51.991,-2.053,-2.373,-0.0741,-30,405,1,0.0028471390091422,0.0143263583098423
2019-10-24,271.5,4827400,3010.29,3696510000,274.88,283.344,49.128,-2.316,-2.362,-0.1172,-34,290,1,0.0019204398705949,-0.0010725761186134
2019-10-25,276.82,4747800,3022.55,3379060000,275.566,282.966,51.521,-2.071,-2.304,-0.0944,-27,286,1,0.0040726973148768,0.01552214614737
2019-10-28,281.86,6248400,3039.4199,3524970000,276.278,282.547,57.06,-1.454,-2.134,-0.057,-15,263,1,0.0055813468759819,0.0126254300910002
2019-10-29,281.21,4356200,3036.8899,3594430000,276.86,281.983,58.958,-1.006,-1.908,-0.074,-27,365,0,-0.0008323956818206,-0.0014737137342015
2019-10-30,291.45,9345600,3046.77,3779660000,278.031,281.833,57.447,0.174,-1.492,-0.0795,-41,516,1,0.0032533612759553,0.0331607065025731
2019-10-31,287.41,5090000,3037.5601,4149310000,278.994,281.625,52.977,0.774,-1.039,-0.1014,-22,217,0,-0.0030228405819933,-0.0108388852714976
2019-11-01,286.81,5594300,3066.9099,3956290000,279.695,281.422,50.874,1.187,-0.593,-0.0899,-25,278,0,0.0096622944184709,-0.0117499044529166
2019-11-04,292.86,5566200,3078.27,4178040000,280.615,281.451,55.519,1.98,-0.079,-0.0611,-14,229,1,0.0037040866443451,0.0173900174663901
2019-11-05,288.03,4062400,3074.6201,4490590000,281.48,281.312,51.083,2.193,0.376,-0.085,-21,247,0,-0.0011856984604988,-0.0153068235636766
2019-11-06,288.59,3438300,3076.78,4465510000,282.534,281.263,46.797,2.38,0.777,-0.0648,-19,293,1,0.0007024932933992,0.0012417486258453
2019-11-07,289.57,5928500,3085.1799,4151990000,282.988,281.219,62.467,2.578,1.137,-0.1298,-54,416,1,0.0027300944493917,0.0006657266116292
2019-11-08,291.57,4509000,3093.0801,3508160000,283.42,281.115,61.969,2.863,1.482,-0.1237,-36,291,1,0.0025606934623163,0.0043460993684327
