date,Adj Close,Volume,SMA_20,SMA_50,RSI,MACD,Signal_Line,EPS,pe_ratio,pb_ratio,roe,fcf,NFLX_Returns
2018-08-24,358.82,14729100,339.828,370.555,54.292,-6.84,-9.932,0.85,460.506,7.543,0.018,-545562000.0,1
2018-08-27,364.58,17427300,341.31,370.007,56.58,-4.447,-8.835,0.85,460.506,7.664,0.018,-545562000.0,1
2018-08-28,368.49,9222600,342.862,369.569,60.81,-2.21,-7.51,0.85,460.506,7.746,0.018,-545562000.0,1
2018-08-29,368.04,8118700,344.345,368.83,59.803,-0.468,-6.102,0.85,460.506,7.737,0.018,-545562000.0,0
2018-08-30,370.98,10981000,345.668,367.914,63.253,1.137,-4.654,0.85,460.506,7.799,0.018,-545562000.0,1
2018-08-31,367.68,7943400,346.898,366.959,64.106,2.118,-3.3,0.85,460.506,7.729,0.018,-545562000.0,0
2018-09-04,363.6,7605200,347.532,366.009,63.928,2.537,-2.132,0.85,460.506,7.643,0.018,-545562000.0,0
2018-09-05,341.18,13092800,347.0,365.143,57.034,1.048,-1.496,0.85,460.506,7.172,0.018,-545562000.0,0
2018-09-06,346.46,13050200,346.942,364.085,61.29,0.29,-1.139,0.85,460.506,7.283,0.018,-545562000.0,1
2018-09-07,348.68,9105800,346.908,363.25,65.494,-0.129,-0.937,0.85,460.506,7.33,0.018,-545562000.0,1
2018-09-10,348.41,5752200,347.035,362.31,61.207,-0.478,-0.845,0.85,460.506,7.324,0.018,-545562000.0,0
2018-09-11,355.93,6198100,347.766,361.6,60.007,-0.146,-0.706,0.85,460.506,7.482,0.018,-545562000.0,1
2018-09-12,369.95,10480800,349.389,361.036,63.137,1.234,-0.318,0.85,460.506,7.777,0.018,-545562000.0,1
2018-09-13,368.15,8366100,351.476,360.588,65.477,2.158,0.177,0.85,460.506,7.739,0.018,-545562000.0,0
2018-09-14,364.56,4756400,353.582,359.912,53.7,2.57,0.656,0.85,460.506,7.664,0.018,-545562000.0,0
2018-09-17,350.35,7071900,355.261,358.754,41.728,1.731,0.871,0.85,460.506,7.365,0.018,-545562000.0,0
2018-09-18,367.65,10414000,357.257,357.727,49.577,2.434,1.184,0.85,460.506,7.729,0.018,-545562000.0,1
2018-09-19,366.96,11876800,358.704,356.754,49.458,2.901,1.527,0.85,460.506,7.714,0.018,-545562000.0,0
2018-09-20,365.36,6768100,359.75,355.688,47.141,3.107,1.843,0.85,460.506,7.68,0.018,-545562000.0,0
2018-09-21,361.19,11930600,360.851,354.642,46.728,2.9,2.054,0.85,460.506,7.593,0.018,-545562000.0,0
2018-09-24,369.61,9322500,361.39,354.118,52.903,3.377,2.319,0.85,460.506,7.77,0.018,-545562000.0,1
2018-09-25,369.43,6799800,361.633,353.497,67.38,3.697,2.595,0.85,460.506,7.766,0.018,-545562000.0,0
2018-09-26,377.88,13799700,362.102,353.465,68.605,4.58,2.992,0.85,460.506,7.944,0.018,-545562000.0,1
2018-09-27,380.71,7326200,362.736,353.577,68.83,5.446,3.483,0.85,460.506,8.003,0.018,-545562000.0,1
2018-09-28,374.13,7114900,362.894,353.775,64.076,5.537,3.893,0.85,460.506,7.865,0.018,-545562000.0,0
2018-10-01,381.43,8376600,363.581,354.182,63.989,6.127,4.34,0.89,420.371,8.018,0.019,-729744000.0,1
2018-10-02,377.14,8638700,364.258,354.472,54.416,6.178,4.708,0.89,420.371,7.928,0.019,-729744000.0,0
2018-10-03,377.05,5798600,366.052,354.866,55.583,6.14,4.994,0.89,420.371,7.926,0.019,-729744000.0,0
2018-10-04,363.65,9074400,366.911,354.882,49.492,4.972,4.99,0.89,420.371,7.645,0.019,-729744000.0,0
2018-10-05,351.35,13523000,367.044,354.647,50.571,3.018,4.595,0.89,420.371,7.386,0.019,-729744000.0,0
2018-10-08,349.1,12375500,367.079,354.525,37.216,1.274,3.931,0.89,420.371,7.339,0.019,-729744000.0,0
2018-10-09,355.71,8755000,367.068,354.94,42.832,0.42,3.229,0.89,420.371,7.478,0.019,-729744000.0,1
2018-10-10,325.89,17183100,364.865,354.709,31.502,-2.633,2.057,0.89,420.371,6.851,0.019,-729744000.0,0
2018-10-11,321.1,16082100,362.512,354.363,31.32,-5.376,0.57,0.89,420.371,6.75,0.019,-729744000.0,0
2018-10-12,339.56,14870800,361.262,354.264,37.196,-5.992,-0.742,0.89,420.371,7.138,0.019,-729744000.0,1
2018-10-15,333.13,11215000,360.402,354.065,35.316,-6.919,-1.978,0.89,420.371,7.003,0.019,-729744000.0,0
2018-10-16,346.4,20156400,359.339,353.975,37.743,-6.508,-2.884,0.89,420.371,7.282,0.019,-729744000.0,1
2018-10-17,364.7,32610900,359.226,354.232,44.437,-4.652,-3.238,0.89,420.371,7.667,0.019,-729744000.0,1
2018-10-18,346.71,18461000,358.294,354.214,41.172,-4.58,-3.506,0.89,420.371,7.288,0.019,-729744000.0,0
2018-10-19,332.67,16717200,356.867,353.88,34.954,-5.591,-3.923,0.89,420.371,6.993,0.019,-729744000.0,0
2018-10-22,329.54,17097200,354.864,353.554,35.206,-6.57,-4.452,0.89,420.371,6.927,0.019,-729744000.0,0
2018-10-23,333.16,14907300,353.05,353.391,36.652,-6.973,-4.956,0.89,420.371,7.004,0.019,-729744000.0,1
2018-10-24,301.83,19039300,349.248,352.678,33.048,-9.708,-5.907,0.89,420.371,6.345,0.019,-729744000.0,0
2018-10-25,312.87,13346900,345.856,352.407,39.375,-10.86,-6.897,0.89,420.371,6.577,0.019,-729744000.0,1
2018-10-26,299.83,19616000,342.141,351.955,37.161,-12.679,-8.054,0.89,420.371,6.303,0.019,-729744000.0,0
2018-10-29,284.84,21698800,337.312,351.316,32.305,-15.155,-9.474,0.89,420.371,5.988,0.019,-729744000.0,0
2018-10-30,285.81,23685700,332.745,350.478,38.308,-16.845,-10.948,0.89,420.371,6.008,0.019,-729744000.0,1
2018-10-31,301.78,20360300,328.982,349.753,44.709,-16.703,-12.099,0.89,420.371,6.344,0.019,-729744000.0,1
2018-11-01,317.38,15121500,326.668,349.212,43.829,-15.157,-12.711,0.89,420.371,6.672,0.019,-729744000.0,1
2018-11-02,309.1,13404600,324.556,348.61,43.383,-14.434,-13.055,0.89,420.371,6.498,0.019,-729744000.0,0
2018-11-05,315.44,10283000,322.872,347.743,41.136,-13.197,-13.084,0.89,420.371,6.631,0.019,-729744000.0,1
2018-11-06,310.84,9710400,320.629,346.668,33.267,-12.444,-12.956,0.89,420.371,6.534,0.019,-729744000.0,0
2018-11-07,327.5,13328300,320.71,345.848,43.982,-10.384,-12.442,0.89,420.371,6.885,0.019,-729744000.0,1
2018-11-08,317.92,11023900,320.55,344.846,45.247,-9.416,-11.836,0.89,420.371,6.683,0.019,-729744000.0,0
2018-11-09,303.47,13480800,318.746,343.495,42.17,-9.702,-11.409,0.89,420.371,6.379,0.019,-729744000.0,0
2018-11-12,294.07,10924800,316.793,342.023,38.653,-10.566,-11.241,0.89,420.371,6.182,0.019,-729744000.0,0
2018-11-13,294.4,12232200,314.193,340.639,47.37,-11.096,-11.212,0.89,420.371,6.189,0.019,-729744000.0,1
2018-11-14,286.73,16853600,310.294,339.55,40.521,-11.997,-11.369,0.89,420.371,6.028,0.019,-729744000.0,0
2018-11-15,290.06,9967100,307.462,338.422,46.189,-12.3,-11.555,0.89,420.371,6.098,0.019,-729744000.0,1
2018-11-16,286.21,9099500,305.139,337.173,50.585,-12.705,-11.785,0.89,420.371,6.017,0.019,-729744000.0,0
2018-11-19,270.6,12993800,302.192,335.617,44.224,-14.122,-12.252,0.89,420.371,5.688,0.019,-729744000.0,0
2018-11-20,266.98,16693800,298.883,333.838,35.417,-15.361,-12.874,0.89,420.371,5.612,0.019,-729744000.0,0
2018-11-21,262.13,11023000,296.898,331.681,24.556,-16.543,-13.608,0.89,420.371,5.51,0.019,-729744000.0,0
2018-11-23,258.82,5245100,294.196,329.495,25.734,-17.544,-14.395,0.89,420.371,5.441,0.019,-729744000.0,0
2018-11-26,261.43,12498600,292.276,327.432,22.96,-17.921,-15.1,0.89,420.371,5.496,0.019,-729744000.0,1
2018-11-27,266.63,11149500,291.365,325.758,27.998,-17.597,-15.6,0.89,420.371,5.605,0.019,-729744000.0,1
2018-11-28,282.65,14801300,291.207,324.058,27.537,-15.865,-15.653,0.89,420.371,5.942,0.019,-729744000.0,1
2018-11-29,288.75,15431500,290.556,322.493,34.862,-13.84,-15.29,0.89,420.371,6.07,0.019,-729744000.0,1
2018-11-30,286.13,11860100,288.993,320.909,39.742,-12.305,-14.693,0.89,420.371,6.015,0.019,-729744000.0,0
2018-12-03,290.3,14117400,288.053,319.491,47.623,-10.63,-13.88,0.89,420.371,6.103,0.019,-729744000.0,1
2018-12-04,275.33,12800600,286.048,317.605,39.849,-10.39,-13.182,0.89,420.371,5.788,0.019,-729744000.0,0
2018-12-06,282.88,13074300,284.65,315.874,47.948,-9.482,-12.442,0.89,420.371,5.947,0.019,-729744000.0,1
2018-12-07,265.14,12466700,281.532,313.62,38.486,-10.077,-11.969,0.89,420.371,5.574,0.019,-729744000.0,0
2018-12-10,269.7,9605600,279.12,311.399,42.422,-10.065,-11.588,0.89,420.371,5.67,0.019,-729744000.0,1
2018-12-11,265.32,9843200,277.213,309.223,47.298,-10.29,-11.329,0.89,420.371,5.577,0.019,-729744000.0,0
2018-12-12,274.88,11456700,276.254,307.092,53.811,-9.587,-10.98,0.89,420.371,5.778,0.019,-729744000.0,1
2018-12-13,276.02,8379300,275.334,305.07,56.95,-8.835,-10.551,0.89,420.371,5.802,0.019,-729744000.0,1
2018-12-14,266.84,9915300,274.34,302.866,53.79,-8.878,-10.217,0.89,420.371,5.609,0.019,-729744000.0,0
2018-12-17,262.8,9634700,272.977,300.849,50.639,-9.133,-10.0,0.89,420.371,5.524,0.019,-729744000.0,0
2018-12-18,270.94,10350100,272.213,299.24,51.956,-8.579,-9.716,0.89,420.371,5.696,0.019,-729744000.0,1
2018-12-19,266.77,13788400,272.022,297.594,41.924,-8.38,-9.449,0.89,420.371,5.608,0.019,-729744000.0,0
2018-12-20,260.58,16792900,271.702,295.691,35.687,-8.622,-9.283,0.89,420.371,5.478,0.019,-729744000.0,0
2018-12-21,246.39,21397600,270.915,294.101,31.933,-9.846,-9.396,0.89,420.371,5.18,0.019,-729744000.0,0
2018-12-24,233.88,9547600,269.668,292.357,26.158,-11.69,-9.855,0.89,420.371,4.917,0.019,-729744000.0,0
2018-12-26,253.67,14402700,269.28,290.639,41.205,-11.424,-10.169,0.89,420.371,5.333,0.019,-729744000.0,1
2018-12-27,255.57,12235200,268.727,289.088,38.378,-10.933,-10.321,0.89,420.371,5.373,0.019,-729744000.0,1
2018-12-28,256.08,10992800,267.398,287.281,45.482,-10.383,-10.334,0.89,420.371,5.383,0.019,-729744000.0,1
2018-12-31,267.66,13508900,266.344,285.341,49.049,-8.91,-10.049,0.3,892.2,5.627,0.006,-1305192000.0,1
2019-01-02,267.66,11679500,265.42,283.76,51.137,-7.655,-9.57,0.3,892.2,5.627,0.006,-1305192000.0,0
2019-01-03,271.2,14969600,264.466,282.53,48.101,-6.301,-8.916,0.3,892.2,5.701,0.006,-1305192000.0,1
2019-01-04,297.57,19330100,265.578,281.891,58.824,-3.066,-7.746,0.3,892.2,6.255,0.006,-1305192000.0,1
2019-01-07,315.34,18620100,267.201,281.534,68.554,0.922,-6.013,0.3,892.2,6.629,0.006,-1305192000.0,1
2019-01-08,320.27,15359200,269.957,281.903,71.837,4.429,-3.924,0.3,892.2,6.733,0.006,-1305192000.0,1
2019-01-09,319.96,13343200,272.47,282.045,69.804,7.101,-1.719,0.3,892.2,6.726,0.006,-1305192000.0,0
2019-01-10,324.66,13472500,275.437,282.542,73.288,9.489,0.522,0.3,892.2,6.825,0.006,-1305192000.0,1
2019-01-11,337.59,19500400,278.573,283.597,79.386,12.283,2.875,0.3,892.2,7.097,0.006,-1305192000.0,1
2019-01-14,332.94,10499600,281.418,284.539,85.62,13.961,5.092,0.3,892.2,6.999,0.006,-1305192000.0,0
2019-01-15,354.64,21181200,285.808,285.596,96.204,16.848,7.443,0.3,892.2,7.455,0.006,-1305192000.0,1
2019-01-16,351.39,15385500,290.238,286.277,92.807,18.658,9.686,0.3,892.2,7.387,0.006,-1305192000.0,0
2019-01-17,353.19,18871200,294.35,287.158,92.801,20.008,11.75,0.3,892.2,7.425,0.006,-1305192000.0,1
2019-01-18,339.1,26621000,297.967,287.632,82.526,19.713,13.343,0.3,892.2,7.128,0.006,-1305192000.0,0
2019-01-22,325.16,17941400,301.196,287.918,72.119,18.145,14.303,0.3,892.2,6.835,0.006,-1305192000.0,0
2019-01-23,321.99,13480100,304.976,287.808,70.402,16.458,14.734,0.3,892.2,6.769,0.006,-1305192000.0,0
2019-01-24,326.67,11131600,309.616,287.983,70.653,15.321,14.852,0.3,892.2,6.867,0.006,-1305192000.0,1
2019-01-25,338.05,11152900,313.834,288.674,66.966,15.164,14.914,0.3,892.2,7.106,0.006,-1305192000.0,1
2019-01-28,335.66,8652100,317.839,289.506,59.777,14.677,14.867,0.3,892.2,7.056,0.006,-1305192000.0,0
2019-01-29,328.9,7655200,321.48,290.196,54.08,13.589,14.611,0.3,892.2,6.914,0.006,-1305192000.0,0
2019-01-30,340.66,9234500,325.13,291.275,58.831,13.52,14.393,0.3,892.2,7.161,0.006,-1305192000.0,1
2019-01-31,339.5,8535500,328.722,292.264,56.528,13.219,14.158,0.3,892.2,7.137,0.006,-1305192000.0,0
2019-02-01,339.85,9827800,332.154,293.336,51.118,12.861,13.899,0.3,892.2,7.144,0.006,-1305192000.0,1
2019-02-04,351.34,9051400,334.843,294.951,58.525,13.35,13.789,0.3,892.2,7.386,0.006,-1305192000.0,1
2019-02-05,355.81,9046600,336.866,296.728,50.645,13.938,13.819,0.3,892.2,7.48,0.006,-1305192000.0,1
2019-02-06,352.19,6717700,338.462,298.529,50.439,13.951,13.845,0.3,892.2,7.404,0.006,-1305192000.0,0
2019-02-07,344.71,7864500,339.7,300.247,45.617,13.205,13.717,0.3,892.2,7.246,0.006,-1305192000.0,0
2019-02-08,347.57,7561400,340.846,301.97,54.953,12.699,13.514,0.3,892.2,7.306,0.006,-1305192000.0,1
2019-02-11,345.73,5454900,341.252,303.552,64.01,12.011,13.213,0.3,892.2,7.268,0.006,-1305192000.0,0
2019-02-12,359.97,10429400,342.604,305.098,72.479,12.47,13.065,0.3,892.2,7.567,0.006,-1305192000.0,1
2019-02-13,351.77,10559100,342.46,306.358,64.261,12.034,12.858,0.3,892.2,7.395,0.006,-1305192000.0,0
2019-02-14,359.07,9295300,342.845,307.817,62.524,12.138,12.714,0.3,892.2,7.548,0.006,-1305192000.0,1
2019-02-15,356.87,9230000,343.028,309.149,62.666,11.905,12.553,0.3,892.2,7.502,0.006,-1305192000.0,0
2019-02-19,361.92,7396600,344.17,310.88,70.129,11.99,12.44,0.3,892.2,7.608,0.006,-1305192000.0,1
2019-02-20,359.91,8110700,345.907,312.421,63.318,11.76,12.304,0.3,892.2,7.566,0.006,-1305192000.0,0
2019-02-21,356.97,6227900,347.656,314.258,61.796,11.211,12.085,0.3,892.2,7.504,0.006,-1305192000.0,0
2019-02-22,363.02,7088200,349.473,316.124,64.527,11.135,11.895,0.3,892.2,7.631,0.006,-1305192000.0,1
2019-02-25,363.91,7569300,350.767,318.096,59.089,11.02,11.72,0.3,892.2,7.65,0.006,-1305192000.0,1
2019-02-26,364.97,4944600,352.232,319.898,56.967,10.889,11.554,0.3,892.2,7.672,0.006,-1305192000.0,1
2019-02-27,362.87,5629900,353.931,321.635,58.315,10.495,11.342,0.3,892.2,7.628,0.006,-1305192000.0,0
2019-02-28,358.1,6186800,354.802,323.46,60.884,9.686,11.011,0.3,892.2,7.528,0.006,-1305192000.0,0
2019-03-01,357.32,5526500,355.694,325.35,58.203,8.879,10.585,0.3,892.2,7.511,0.006,-1305192000.0,0
2019-03-04,351.04,7487000,356.253,326.952,54.157,7.645,9.997,0.3,892.2,7.379,0.006,-1305192000.0,0
2019-03-05,354.3,5937800,356.401,328.703,44.64,6.852,9.368,0.3,892.2,7.448,0.006,-1305192000.0,1
2019-03-06,359.61,6211900,356.591,330.683,57.84,6.575,8.809,0.3,892.2,7.56,0.006,-1305192000.0,1
2019-03-07,352.6,6151300,356.612,332.808,43.492,5.724,8.192,0.3,892.2,7.412,0.006,-1305192000.0,0
2019-03-08,349.6,6898800,356.856,335.122,42.803,4.753,7.504,0.3,892.2,7.349,0.006,-1305192000.0,0
2019-03-11,358.86,5387300,357.42,337.226,47.204,4.677,6.939,0.3,892.2,7.544,0.006,-1305192000.0,1
2019-03-12,356.27,5164600,357.948,339.24,46.709,4.357,6.423,0.3,892.2,7.489,0.006,-1305192000.0,0
2019-03-13,361.21,6444100,358.01,341.342,53.7,4.451,6.028,0.3,892.2,7.593,0.006,-1305192000.0,1
2019-03-14,358.82,5271400,358.362,343.166,46.085,4.283,5.679,0.3,892.2,7.543,0.006,-1305192000.0,0
2019-03-15,361.46,8444500,358.482,345.042,47.788,4.314,5.406,0.3,892.2,7.598,0.006,-1305192000.0,1
2019-03-18,363.44,7194700,358.81,346.886,48.641,4.446,5.214,0.3,892.2,7.64,0.006,-1305192000.0,1
2019-03-19,358.78,7541400,358.653,348.111,46.526,4.128,4.997,0.3,892.2,7.542,0.006,-1305192000.0,0
2019-03-20,375.22,10917200,359.418,349.308,62.135,5.143,5.026,0.3,892.2,7.888,0.006,-1305192000.0,1
2019-03-21,377.87,8544000,360.464,350.46,64.19,6.09,5.239,0.3,892.2,7.943,0.006,-1305192000.0,1
2019-03-22,361.01,8661300,360.363,351.281,56.007,5.419,5.275,0.3,892.2,7.589,0.006,-1305192000.0,0
2019-03-25,366.23,8473800,360.479,352.113,57.022,5.247,5.269,0.3,892.2,7.699,0.006,-1305192000.0,1
2019-03-26,359.97,7666500,360.229,352.56,50.21,4.554,5.126,0.3,892.2,7.567,0.006,-1305192000.0,0
2019-03-27,353.37,7852400,359.754,352.969,50.45,3.432,4.787,0.3,892.2,7.428,0.006,-1305192000.0,0
2019-03-28,354.61,4361000,359.58,352.968,52.992,2.613,4.352,0.3,892.2,7.454,0.006,-1305192000.0,1
2019-03-29,356.56,4705600,359.542,353.072,48.495,2.097,3.901,0.3,892.2,7.495,0.006,-1305192000.0,1
2019-04-01,366.96,7036100,360.338,353.347,56.346,2.498,3.621,0.76,469.158,7.714,0.016,-440180000.0,1
2019-04-02,367.72,5158700,361.008,353.919,54.066,2.845,3.465,0.76,469.158,7.73,0.016,-440180000.0,1
2019-04-03,369.75,5368900,361.516,354.811,56.858,3.246,3.422,0.76,469.158,7.773,0.016,-440180000.0,1
2019-04-04,367.88,4627300,362.28,355.729,54.067,3.374,3.412,0.76,469.158,7.733,0.016,-440180000.0,0
2019-04-05,365.49,3905500,363.074,356.505,51.292,3.245,3.379,0.76,469.158,7.683,0.016,-440180000.0,0
2019-04-08,361.41,4653800,363.202,356.973,51.67,2.782,3.259,0.76,469.158,7.597,0.016,-440180000.0,0
2019-04-09,364.71,5439200,363.624,357.554,41.991,2.651,3.138,0.76,469.158,7.667,0.016,-440180000.0,1
2019-04-10,363.92,4545600,363.759,358.254,39.059,2.454,3.001,0.76,469.158,7.65,0.016,-440180000.0,0
2019-04-11,367.65,6526900,364.2,358.794,56.559,2.57,2.915,0.76,469.158,7.729,0.016,-440180000.0,1
2019-04-12,351.14,15646200,363.684,359.027,37.813,1.315,2.595,0.76,469.158,7.382,0.016,-440180000.0,0
2019-04-15,348.87,8842300,362.956,359.207,40.418,0.135,2.103,0.76,469.158,7.334,0.016,-440180000.0,0
2019-04-16,359.46,18740200,362.99,359.369,54.918,0.054,1.693,0.76,469.158,7.556,0.016,-440180000.0,1
2019-04-17,354.74,18054100,361.966,359.348,50.099,-0.387,1.277,0.76,469.158,7.457,0.016,-440180000.0,0
2019-04-18,360.35,8353200,361.09,359.511,52.744,-0.28,0.966,0.76,469.158,7.575,0.016,-440180000.0,1
2019-04-22,377.34,11980500,361.906,360.164,56.861,1.162,1.005,0.76,469.158,7.932,0.016,-440180000.0,1
2019-04-23,381.89,10089800,362.69,360.85,58.92,2.642,1.332,0.76,469.158,8.028,0.016,-440180000.0,1
2019-04-24,374.23,6541900,363.402,361.42,52.633,3.16,1.698,0.76,469.158,7.867,0.016,-440180000.0,0
2019-04-25,368.33,6255500,364.15,361.587,50.253,3.059,1.97,0.76,469.158,7.743,0.016,-440180000.0,0
2019-04-26,374.85,5621900,365.162,362.049,55.02,3.465,2.269,0.76,469.158,7.88,0.016,-440180000.0,1
2019-04-29,371.83,3821700,365.926,362.304,55.653,3.503,2.516,0.76,469.158,7.816,0.016,-440180000.0,0
2019-04-30,370.54,3870100,366.105,362.578,53.233,3.39,2.691,0.76,469.158,7.789,0.016,-440180000.0,0
2019-05-01,378.81,9257300,366.66,362.915,57.626,3.922,2.937,0.76,469.158,7.963,0.016,-440180000.0,1
2019-05-02,379.06,5398200,367.125,363.298,56.059,4.315,3.213,0.76,469.158,7.968,0.016,-440180000.0,1
2019-05-03,385.03,5130300,367.982,363.86,70.267,5.049,3.58,0.76,469.158,8.094,0.016,-440180000.0,1
2019-05-06,378.67,5793100,368.642,364.173,66.99,5.06,3.876,0.76,469.158,7.96,0.016,-440180000.0,0
2019-05-07,370.46,6974900,369.094,364.304,56.446,4.356,3.972,0.76,469.158,7.788,0.016,-440180000.0,0
2019-05-08,364.37,6572000,369.077,364.292,55.554,3.268,3.831,0.76,469.158,7.66,0.016,-440180000.0,0
2019-05-09,362.75,5882600,369.018,364.289,51.451,2.25,3.515,0.76,469.158,7.626,0.016,-440180000.0,0
2019-05-10,361.04,5657100,368.688,364.348,37.912,1.29,3.07,0.76,469.158,7.59,0.016,-440180000.0,0
2019-05-13,345.26,8026700,368.394,364.107,26.713,-0.735,2.309,0.76,469.158,7.258,0.016,-440180000.0,0
2019-05-14,345.61,5353000,368.231,363.998,29.941,-2.286,1.39,0.76,469.158,7.265,0.016,-440180000.0,1
2019-05-15,354.99,6340100,368.008,364.012,41.085,-2.727,0.567,0.76,469.158,7.462,0.016,-440180000.0,1
2019-05-16,359.31,6441500,368.236,364.006,39.3,-2.696,-0.086,0.76,469.158,7.553,0.016,-440180000.0,1
2019-05-17,354.45,4725400,367.941,364.043,38.329,-3.029,-0.675,0.76,469.158,7.451,0.016,-440180000.0,0
2019-05-20,348.11,4621500,366.48,364.013,35.895,-3.761,-1.292,0.76,469.158,7.318,0.016,-440180000.0,0
2019-05-21,354.27,4026400,365.098,363.921,34.147,-3.801,-1.794,0.76,469.158,7.447,0.016,-440180000.0,1
2019-05-22,359.73,6229400,364.374,363.991,38.3,-3.353,-2.106,0.76,469.158,7.562,0.016,-440180000.0,1
2019-05-23,352.21,5630400,363.568,363.811,30.501,-3.563,-2.397,0.76,469.158,7.404,0.016,-440180000.0,0
2019-05-24,354.39,3831000,362.544,363.722,34.821,-3.514,-2.62,0.76,469.158,7.45,0.016,-440180000.0,1
2019-05-28,355.06,4717100,361.706,363.594,39.371,-3.382,-2.773,0.76,469.158,7.464,0.016,-440180000.0,1
2019-05-29,349.19,5658900,360.638,363.309,39.49,-3.708,-2.96,0.76,469.158,7.341,0.016,-440180000.0,0
2019-05-30,351.85,4008000,359.29,363.17,42.561,-3.709,-3.11,0.76,469.158,7.396,0.016,-440180000.0,1
2019-05-31,343.28,5023400,357.502,362.532,38.917,-4.351,-3.358,0.76,469.158,7.216,0.016,-440180000.0,0
2019-06-03,336.63,7849600,355.081,361.707,43.922,-5.335,-3.753,0.76,469.158,7.077,0.016,-440180000.0,0
2019-06-04,353.4,7891600,353.818,361.555,54.456,-4.708,-3.944,0.76,469.158,7.429,0.016,-440180000.0,1
2019-06-05,355.73,5020100,353.082,361.345,50.46,-3.976,-3.951,0.76,469.158,7.478,0.016,-440180000.0,1
2019-06-06,357.13,3710000,352.72,361.288,48.592,-3.246,-3.81,0.76,469.158,7.507,0.016,-440180000.0,1
2019-06-07,360.87,4777300,352.626,361.438,54.206,-2.339,-3.516,0.76,469.158,7.586,0.016,-440180000.0,1
2019-06-10,352.01,7810300,352.174,361.386,52.473,-2.309,-3.274,0.76,469.158,7.4,0.016,-440180000.0,0
2019-06-11,351.27,5396700,352.475,361.28,47.957,-2.317,-3.083,0.76,469.158,7.384,0.016,-440180000.0,0
2019-06-12,345.56,4584700,352.472,360.852,40.383,-2.753,-3.017,0.76,469.158,7.264,0.016,-440180000.0,0
2019-06-13,343.43,6209300,351.894,360.366,43.571,-3.233,-3.06,0.76,469.158,7.219,0.016,-440180000.0,0
2019-06-14,339.73,5019000,350.915,359.766,39.499,-3.868,-3.222,0.76,469.158,7.142,0.016,-440180000.0,0
2019-06-17,350.62,5358200,350.723,359.421,47.226,-3.452,-3.268,0.76,469.158,7.371,0.016,-440180000.0,1
2019-06-18,357.12,5428500,351.174,359.253,54.916,-2.568,-3.128,0.76,469.158,7.507,0.016,-440180000.0,1
2019-06-19,363.52,5667200,351.636,359.295,56.914,-1.336,-2.77,0.76,469.158,7.642,0.016,-440180000.0,1
2019-06-20,365.21,5899500,351.91,359.305,64.147,-0.221,-2.26,0.76,469.158,7.677,0.016,-440180000.0,1
2019-06-21,369.21,7448400,352.76,359.411,71.761,0.974,-1.613,0.76,469.158,7.761,0.016,-440180000.0,1
2019-06-24,371.04,4830200,353.593,359.479,64.72,2.046,-0.881,0.76,469.158,7.8,0.016,-440180000.0,1
2019-06-25,360.3,5750400,353.855,359.662,53.344,2.005,-0.304,0.76,469.158,7.574,0.016,-440180000.0,0
2019-06-26,362.2,3669700,354.506,359.929,53.683,2.102,0.177,0.76,469.158,7.614,0.016,-440180000.0,1
2019-06-27,370.02,4138600,355.414,360.14,56.275,2.778,0.697,0.76,469.158,7.778,0.016,-440180000.0,1
2019-06-28,367.32,4592700,356.616,360.392,61.468,3.06,1.17,0.76,469.158,7.722,0.016,-440180000.0,0
2019-07-01,374.6,4992600,358.514,360.677,65.916,3.828,1.702,0.6,612.2,7.875,0.013,-583338000.0,1
2019-07-02,375.43,3625000,359.616,360.638,71.832,4.451,2.251,0.6,612.2,7.892,0.013,-583338000.0,1
2019-07-03,381.72,3799000,360.916,360.635,76.381,5.391,2.879,0.6,612.2,8.024,0.013,-583338000.0,1
2019-07-05,380.55,3732200,362.086,360.761,79.14,5.972,3.498,0.6,612.2,8.0,0.013,-583338000.0,0
2019-07-08,376.16,3113400,362.851,360.918,70.098,6.01,4.0,0.6,612.2,7.908,0.013,-583338000.0,0
2019-07-09,379.93,6932800,364.247,361.02,68.755,6.271,4.454,0.6,612.2,7.987,0.013,-583338000.0,1
2019-07-10,381.0,5878800,365.734,361.203,65.753,6.49,4.861,0.6,612.2,8.009,0.013,-583338000.0,1
2019-07-11,379.5,4336300,367.431,361.382,62.923,6.467,5.183,0.6,612.2,7.978,0.013,-583338000.0,0
2019-07-12,373.25,6636900,368.922,361.271,53.511,5.878,5.322,0.6,612.2,7.846,0.013,-583338000.0,0
2019-07-15,366.6,7944700,370.265,361.022,46.44,4.818,5.221,0.6,612.2,7.707,0.013,-583338000.0,0
2019-07-16,365.99,5863200,371.034,360.641,55.447,3.885,4.954,0.6,612.2,7.694,0.013,-583338000.0,0
2019-07-17,362.44,13639500,371.3,360.316,50.223,2.826,4.528,0.6,612.2,7.619,0.013,-583338000.0,0
2019-07-18,325.21,31287100,369.384,359.411,23.1,-1.006,3.421,0.6,612.2,6.836,0.013,-583338000.0,0
2019-07-19,315.1,16302500,366.878,358.426,21.213,-4.803,1.776,0.6,612.2,6.624,0.013,-583338000.0,0
2019-07-22,310.62,17718000,363.949,357.383,13.606,-8.081,-0.195,0.6,612.2,6.53,0.013,-583338000.0,0
