date,Adj Close,Volume,SMA_20,SMA_50,RSI,MACD,Signal_Line,EPS,pb_ratio,pe_ratio,roe,fcf,P_mean,P_sum,twt_count
2018-07-23,362.66,11505200,393.102,373.801,34.006,-2.329,4.946,0.85,7.623712423796511,460.5058823529412,0.0178684044565902,-545562000.0,-0.0446,-21,471
2018-07-24,357.32,12851500,391.744,374.418,34.731,-4.2,3.116,0.85,7.511456800504519,460.5058823529412,0.0178684044565902,-545562000.0,-0.1188,-57,480
2018-07-25,362.87,8467800,389.918,375.105,33.308,-5.175,1.458,0.85,7.628126970779903,460.5058823529412,0.0178684044565902,-545562000.0,-0.0833,-43,516
2018-07-26,363.09,6993700,388.552,375.844,26.664,-5.863,-0.006,0.85,7.632751734286314,460.5058823529412,0.0178684044565902,-545562000.0,-0.1085,-65,599
2018-07-27,355.21,8949500,386.542,376.384,16.056,-6.963,-1.397,0.85,7.467101114147572,460.5058823529412,0.0178684044565902,-545562000.0,-0.1033,-44,426
2018-07-30,334.96,18260700,383.718,376.579,13.606,-9.361,-2.99,0.85,7.041412655034685,460.5058823529412,0.0178684044565902,-545562000.0,-0.1256,-82,653
2018-07-31,337.45,14085400,380.682,376.845,13.191,-10.935,-4.579,0.85,7.093756569266344,460.5058823529412,0.0178684044565902,-545562000.0,-0.0915,-46,503
2018-08-01,338.38,7790500,378.075,376.976,14.593,-11.969,-6.057,0.85,7.1133067059070845,460.5058823529412,0.0178684044565902,-545562000.0,-0.0729,-21,288
2018-08-02,344.5,7131300,375.38,377.233,22.857,-12.155,-7.277,0.85,7.241959217994534,460.5058823529412,0.0178684044565902,-545562000.0,-0.0271,-9,332
2018-08-03,343.09,8848400,372.122,377.201,18.547,-12.274,-8.276,0.85,7.212318688248896,460.5058823529412,0.0178684044565902,-545562000.0,-0.1246,-39,313
2018-08-06,350.92,8198100,368.72,377.233,31.706,-11.603,-8.942,0.85,7.376918225772546,460.5058823529412,0.0178684044565902,-545562000.0,0.0032,1,314
2018-08-07,351.83,7970900,365.53,377.244,34.388,-10.873,-9.328,0.85,7.396047929367248,460.5058823529412,0.0178684044565902,-545562000.0,-0.0239,-9,376
2018-08-08,347.61,5394700,361.978,377.202,37.769,-10.513,-9.565,0.85,7.307336556653353,460.5058823529412,0.0178684044565902,-545562000.0,-0.0949,-28,295
2018-08-09,349.36,4820300,358.771,377.118,41.212,-9.972,-9.646,0.85,7.344124448181628,460.5058823529412,0.0178684044565902,-545562000.0,-0.0078,-2,256
2018-08-10,345.87,4328400,356.274,377.004,37.725,-9.713,-9.659,0.85,7.2707588816480975,460.5058823529412,0.0178684044565902,-545562000.0,-0.0595,-11,185
2018-08-13,341.31,6888900,353.316,376.631,38.16,-9.763,-9.68,0.85,7.174900147151567,460.5058823529412,0.0178684044565902,-545562000.0,-0.0672,-24,357
2018-08-14,337.49,5805200,351.216,376.145,30.738,-9.995,-9.743,0.85,7.094597435358419,460.5058823529412,0.0178684044565902,-545562000.0,-0.1162,-38,327
2018-08-15,326.4,11784500,348.78,375.357,26.098,-10.948,-9.984,0.85,6.86146731133067,460.5058823529412,0.0178684044565902,-545562000.0,-0.1253,-47,375
2018-08-16,322.44,6689700,346.691,374.457,27.502,-11.886,-10.365,0.85,6.778221568215262,460.5058823529412,0.0178684044565902,-545562000.0,-0.1164,-37,318
2018-08-17,316.78,10407900,344.477,373.564,34.392,-12.937,-10.879,0.85,6.659239016186672,460.5058823529412,0.0178684044565902,-545562000.0,-0.1529,-63,412
2018-08-20,327.73,13591100,342.73,372.907,42.714,-12.739,-11.251,0.85,6.88942610889216,460.5058823529412,0.0178684044565902,-545562000.0,-0.0196,-13,662
2018-08-21,338.02,14783200,341.766,372.439,49.763,-11.618,-11.325,0.85,7.105738911078411,460.5058823529412,0.0178684044565902,-545562000.0,-0.0101,-5,497
2018-08-22,344.44,8930700,340.844,372.051,49.961,-10.096,-11.079,0.85,7.240697918856422,460.5058823529412,0.0178684044565902,-545562000.0,0.0331,11,332
2018-08-23,339.17,11336400,339.648,371.236,47.557,-9.208,-10.705,0.85,7.129913811225562,460.5058823529412,0.0178684044565902,-545562000.0,-0.0406,-13,320
2018-08-24,358.82,14729100,339.828,370.555,54.292,-6.84,-9.932,0.85,7.542989278957326,460.5058823529412,0.0178684044565902,-545562000.0,0.0153,9,588
2018-08-27,364.58,17427300,341.31,370.007,56.58,-4.447,-8.835,0.85,7.664073996216103,460.5058823529412,0.0178684044565902,-545562000.0,-0.0153,-8,524
2018-08-28,368.49,9222600,342.862,369.569,60.81,-2.21,-7.51,0.85,7.746268656716418,460.5058823529412,0.0178684044565902,-545562000.0,-0.0249,-7,281
2018-08-29,368.04,8118700,344.345,368.83,59.803,-0.468,-6.102,0.85,7.736808913180576,460.5058823529412,0.0178684044565902,-545562000.0,-0.0382,-11,288
2018-08-30,370.98,10981000,345.668,367.914,63.253,1.137,-4.654,0.85,7.798612570948077,460.5058823529412,0.0178684044565902,-545562000.0,0.0466,19,408
2018-08-31,367.68,7943400,346.898,366.959,64.106,2.118,-3.3,0.85,7.7292411183519025,460.5058823529412,0.0178684044565902,-545562000.0,-0.0189,-5,264
2018-09-04,363.6,7605200,347.532,366.009,63.928,2.537,-2.132,0.85,7.643472776960269,460.5058823529412,0.0178684044565902,-545562000.0,-0.0741,-22,297
2018-09-05,341.18,13092800,347.0,365.143,57.034,1.048,-1.496,0.85,7.172167332352323,460.5058823529412,0.0178684044565902,-545562000.0,-0.096,-43,448
2018-09-06,346.46,13050200,346.942,364.085,61.29,0.29,-1.139,0.85,7.283161656506201,460.5058823529412,0.0178684044565902,-545562000.0,-0.0531,-22,414
2018-09-07,348.68,9105800,346.908,363.25,65.494,-0.129,-0.937,0.85,7.329829724616355,460.5058823529412,0.0178684044565902,-545562000.0,-0.0412,-14,340
2018-09-10,348.41,5752200,347.035,362.31,61.207,-0.478,-0.845,0.85,7.32415387849485,460.5058823529412,0.0178684044565902,-545562000.0,-0.0401,-13,324
2018-09-11,355.93,6198100,347.766,361.6,60.007,-0.146,-0.706,0.85,7.48223670380492,460.5058823529412,0.0178684044565902,-545562000.0,-0.0093,-3,323
2018-09-12,369.95,10480800,349.389,361.036,63.137,1.234,-0.318,0.85,7.776960269077149,460.5058823529412,0.0178684044565902,-545562000.0,-0.0302,-14,463
2018-09-13,368.15,8366100,351.476,360.588,65.477,2.158,0.177,0.85,7.739121294933781,460.5058823529412,0.0178684044565902,-545562000.0,-0.0248,-9,363
2018-09-14,364.56,4756400,353.582,359.912,53.7,2.57,0.656,0.85,7.663653563170065,460.5058823529412,0.0178684044565902,-545562000.0,-0.0957,-22,230
2018-09-17,350.35,7071900,355.261,358.754,41.728,1.731,0.871,0.85,7.36493588396048,460.5058823529412,0.0178684044565902,-545562000.0,-0.115,-36,313
2018-09-18,367.65,10414000,357.257,357.727,49.577,2.434,1.184,0.85,7.728610468782846,460.5058823529412,0.0178684044565902,-545562000.0,0.0074,3,408
2018-09-19,366.96,11876800,358.704,356.754,49.458,2.901,1.527,0.85,7.714105528694555,460.5058823529412,0.0178684044565902,-545562000.0,-0.0478,-24,502
2018-09-20,365.36,6768100,359.75,355.688,47.141,3.107,1.843,0.85,7.680470885011562,460.5058823529412,0.0178684044565902,-545562000.0,-0.0464,-17,366
2018-09-21,361.19,11930600,360.851,354.642,46.728,2.9,2.054,0.85,7.59281059491276,460.5058823529412,0.0178684044565902,-545562000.0,-0.016,-5,313
2018-09-24,369.61,9322500,361.39,354.118,52.903,3.377,2.319,0.85,7.769812907294513,460.5058823529412,0.0178684044565902,-545562000.0,0.0117,5,427
2018-09-25,369.43,6799800,361.633,353.497,67.38,3.697,2.595,0.85,7.766029009880176,460.5058823529412,0.0178684044565902,-545562000.0,-0.0115,-4,347
2018-09-26,377.88,13799700,362.102,353.465,68.605,4.58,2.992,0.85,7.943661971830986,460.5058823529412,0.0178684044565902,-545562000.0,0.038,20,526
2018-09-27,380.71,7326200,362.736,353.577,68.83,5.446,3.483,0.85,8.00315324784528,460.5058823529412,0.0178684044565902,-545562000.0,-0.0297,-11,370
2018-09-28,374.13,7114900,362.894,353.775,64.076,5.537,3.893,0.85,7.8648307756989695,460.5058823529412,0.0178684044565902,-545562000.0,-0.0586,-17,290
2018-10-01,381.43,8376600,363.581,354.182,63.989,6.127,4.34,0.89,8.018288837502627,420.3707865168539,0.0187092705486651,-729744000.0,0.0133,5,376
2018-10-02,377.14,8638700,364.258,354.472,54.416,6.178,4.708,0.89,7.928105949127601,420.3707865168539,0.0187092705486651,-729744000.0,-0.0526,-17,323
2018-10-03,377.05,5798600,366.052,354.866,55.583,6.14,4.994,0.89,7.926214000420433,420.3707865168539,0.0187092705486651,-729744000.0,-0.0694,-17,245
2018-10-04,363.65,9074400,366.911,354.882,49.492,4.972,4.99,0.89,7.644523859575362,420.3707865168539,0.0187092705486651,-729744000.0,-0.0898,-30,334
2018-10-05,351.35,13523000,367.044,354.647,50.571,3.018,4.595,0.89,7.38595753626235,420.3707865168539,0.0187092705486651,-729744000.0,-0.1211,-46,380
2018-10-08,349.1,12375500,367.079,354.525,37.216,1.274,3.931,0.89,7.338658818583141,420.3707865168539,0.0187092705486651,-729744000.0,-0.0058,-2,343
2018-10-09,355.71,8755000,367.068,354.94,42.832,0.42,3.229,0.89,7.477611940298507,420.3707865168539,0.0187092705486651,-729744000.0,0.0157,5,319
2018-10-10,325.89,17183100,364.865,354.709,31.502,-2.633,2.057,0.89,6.850746268656716,420.3707865168539,0.0187092705486651,-729744000.0,-0.1307,-75,574
2018-10-11,321.1,16082100,362.512,354.363,31.32,-5.376,0.57,0.89,6.750052554130755,420.3707865168539,0.0187092705486651,-729744000.0,-0.1036,-55,531
2018-10-12,339.56,14870800,361.262,354.264,37.196,-5.992,-0.742,0.89,7.138112255623292,420.3707865168539,0.0187092705486651,-729744000.0,-0.0099,-5,507
2018-10-15,333.13,11215000,360.402,354.065,35.316,-6.919,-1.978,0.89,7.002943031322261,420.3707865168539,0.0187092705486651,-729744000.0,-0.0474,-26,548
2018-10-16,346.4,20156400,359.339,353.975,37.743,-6.508,-2.884,0.89,7.281900357368088,420.3707865168539,0.0187092705486651,-729744000.0,-0.0323,-62,1917
2018-10-17,364.7,32610900,359.226,354.232,44.437,-4.652,-3.238,0.89,7.666596594492327,420.3707865168539,0.0187092705486651,-729744000.0,-0.1214,-226,1861
2018-10-18,346.71,18461000,358.294,354.214,41.172,-4.58,-3.506,0.89,7.288417069581668,420.3707865168539,0.0187092705486651,-729744000.0,-0.1424,-145,1018
2018-10-19,332.67,16717200,356.867,353.88,34.954,-5.591,-3.923,0.89,6.993273071263402,420.3707865168539,0.0187092705486651,-729744000.0,-0.1729,-139,804
2018-10-22,329.54,17097200,354.864,353.554,35.206,-6.57,-4.452,0.89,6.927475299558545,420.3707865168539,0.0187092705486651,-729744000.0,-0.1586,-114,719
2018-10-23,333.16,14907300,353.05,353.391,36.652,-6.973,-4.956,0.89,7.003573680891319,420.3707865168539,0.0187092705486651,-729744000.0,-0.1026,-52,507
2018-10-24,301.83,19039300,349.248,352.678,33.048,-9.708,-5.907,0.89,6.3449653142737015,420.3707865168539,0.0187092705486651,-729744000.0,-0.1661,-95,572
2018-10-25,312.87,13346900,345.856,352.407,39.375,-10.86,-6.897,0.89,6.577044355686357,420.3707865168539,0.0187092705486651,-729744000.0,-0.109,-47,431
2018-10-26,299.83,19616000,342.141,351.955,37.161,-12.679,-8.054,0.89,6.30292200966996,420.3707865168539,0.0187092705486651,-729744000.0,-0.1224,-60,490
2018-10-29,284.84,21698800,337.312,351.316,32.305,-15.155,-9.474,0.89,5.9878074416649145,420.3707865168539,0.0187092705486651,-729744000.0,-0.1382,-81,586
2018-10-30,285.81,23685700,332.745,350.478,38.308,-16.845,-10.948,0.89,6.008198444397729,420.3707865168539,0.0187092705486651,-729744000.0,-0.1217,-64,526
2018-10-31,301.78,20360300,328.982,349.753,44.709,-16.703,-12.099,0.89,6.343914231658608,420.3707865168539,0.0187092705486651,-729744000.0,-0.0186,-9,485
2018-11-01,317.38,15121500,326.668,349.212,43.829,-15.157,-12.711,0.89,6.671852007567795,420.3707865168539,0.0187092705486651,-729744000.0,-0.0506,-24,474
2018-11-02,309.1,13404600,324.556,348.61,43.383,-14.434,-13.055,0.89,6.497792726508304,420.3707865168539,0.0187092705486651,-729744000.0,-0.082,-30,366
2018-11-05,315.44,10283000,322.872,347.743,41.136,-13.197,-13.084,0.89,6.631070002102165,420.3707865168539,0.0187092705486651,-729744000.0,-0.0149,-5,336
2018-11-06,310.84,9710400,320.629,346.668,33.267,-12.444,-12.956,0.89,6.534370401513558,420.3707865168539,0.0187092705486651,-729744000.0,-0.0214,-7,327
2018-11-07,327.5,13328300,320.71,345.848,43.982,-10.384,-12.442,0.89,6.884591128862729,420.3707865168539,0.0187092705486651,-729744000.0,-0.0655,-27,412
2018-11-08,317.92,11023900,320.55,344.846,45.247,-9.416,-11.836,0.89,6.6832036998108055,420.3707865168539,0.0187092705486651,-729744000.0,-0.0749,-31,414
2018-11-09,303.47,13480800,318.746,343.495,42.17,-9.702,-11.409,0.89,6.37944082404877,420.3707865168539,0.0187092705486651,-729744000.0,-0.0798,-36,451
2018-11-12,294.07,10924800,316.793,342.023,38.653,-10.566,-11.241,0.89,6.181837292411183,420.3707865168539,0.0187092705486651,-729744000.0,-0.0386,-12,311
2018-11-13,294.4,12232200,314.193,340.639,47.37,-11.096,-11.212,0.89,6.1887744376708005,420.3707865168539,0.0187092705486651,-729744000.0,-0.0728,-22,302
2018-11-14,286.73,16853600,310.294,339.55,40.521,-11.997,-11.369,0.89,6.027538364515451,420.3707865168539,0.0187092705486651,-729744000.0,-0.1156,-52,450
2018-11-15,290.06,9967100,307.462,338.422,46.189,-12.3,-11.555,0.89,6.097540466680681,420.3707865168539,0.0187092705486651,-729744000.0,-0.0625,-19,304
2018-11-16,286.21,9099500,305.139,337.173,50.585,-12.705,-11.785,0.89,6.016607105318478,420.3707865168539,0.0187092705486651,-729744000.0,-0.1942,-47,242
2018-11-19,270.6,12993800,302.192,335.617,44.224,-14.122,-12.252,0.89,5.688459112886274,420.3707865168539,0.0187092705486651,-729744000.0,-0.1285,-59,459
2018-11-20,266.98,16693800,298.883,333.838,35.417,-15.361,-12.874,0.89,5.6123607315535,420.3707865168539,0.0187092705486651,-729744000.0,-0.1291,-75,581
2018-11-21,262.13,11023000,296.898,331.681,24.556,-16.543,-13.608,0.89,5.510405717889426,420.3707865168539,0.0187092705486651,-729744000.0,-0.0928,-36,388
2018-11-23,258.82,5245100,294.196,329.495,25.734,-17.544,-14.395,0.89,5.440824048770233,420.3707865168539,0.0187092705486651,-729744000.0,-0.112,-28,250
2018-11-26,261.43,12498600,292.276,327.432,22.96,-17.921,-15.1,0.89,5.495690561278116,420.3707865168539,0.0187092705486651,-729744000.0,-0.0794,-27,340
2018-11-27,266.63,11149500,291.365,325.758,27.998,-17.597,-15.6,0.89,5.6050031532478455,420.3707865168539,0.0187092705486651,-729744000.0,-0.0375,-14,373
2018-11-28,282.65,14801300,291.207,324.058,27.537,-15.865,-15.653,0.89,5.941770023123817,420.3707865168539,0.0187092705486651,-729744000.0,-0.0215,-10,465
2018-11-29,288.75,15431500,290.556,322.493,34.862,-13.84,-15.29,0.89,6.07000210216523,420.3707865168539,0.0187092705486651,-729744000.0,-0.0203,-8,395
2018-11-30,286.13,11860100,288.993,320.909,39.742,-12.305,-14.693,0.89,6.014925373134329,420.3707865168539,0.0187092705486651,-729744000.0,-0.0912,-28,307
2018-12-03,290.3,14117400,288.053,319.491,47.623,-10.63,-13.88,0.89,6.10258566323313,420.3707865168539,0.0187092705486651,-729744000.0,-0.1027,-38,370
2018-12-04,275.33,12800600,286.048,317.605,39.849,-10.39,-13.182,0.89,5.787891528274122,420.3707865168539,0.0187092705486651,-729744000.0,-0.1084,-36,332
2018-12-06,282.88,13074300,284.65,315.874,47.948,-9.482,-12.442,0.89,5.946605003153247,420.3707865168539,0.0187092705486651,-729744000.0,-0.0692,-27,390
2018-12-07,265.14,12466700,281.532,313.62,38.486,-10.077,-11.969,0.89,5.573680891318057,420.3707865168539,0.0187092705486651,-729744000.0,-0.116,-34,293
2018-12-10,269.7,9605600,279.12,311.399,42.422,-10.065,-11.588,0.89,5.669539625814589,420.3707865168539,0.0187092705486651,-729744000.0,-0.1095,-31,283
2018-12-11,265.32,9843200,277.213,309.223,47.298,-10.29,-11.329,0.89,5.577464788732394,420.3707865168539,0.0187092705486651,-729744000.0,-0.1736,-54,311
2018-12-12,274.88,11456700,276.254,307.092,53.811,-9.587,-10.98,0.89,5.77843178473828,420.3707865168539,0.0187092705486651,-729744000.0,-0.0508,-23,453
2018-12-13,276.02,8379300,275.334,305.07,56.95,-8.835,-10.551,0.89,5.802396468362413,420.3707865168539,0.0187092705486651,-729744000.0,-0.1268,-35,276
2018-12-14,266.84,9915300,274.34,302.866,53.79,-8.878,-10.217,0.89,5.609417700231238,420.3707865168539,0.0187092705486651,-729744000.0,-0.1303,-37,284
2018-12-17,262.8,9634700,272.977,300.849,50.639,-9.133,-10.0,0.89,5.52449022493168,420.3707865168539,0.0187092705486651,-729744000.0,-0.0974,-30,308
2018-12-18,270.94,10350100,272.213,299.24,51.956,-8.579,-9.716,0.89,5.695606474668909,420.3707865168539,0.0187092705486651,-729744000.0,-0.0693,-28,404
2018-12-19,266.77,13788400,272.022,297.594,41.924,-8.38,-9.449,0.89,5.607946184570107,420.3707865168539,0.0187092705486651,-729744000.0,-0.0789,-34,431
2018-12-20,260.58,16792900,271.702,295.691,35.687,-8.622,-9.283,0.89,5.477822156821526,420.3707865168539,0.0187092705486651,-729744000.0,-0.1643,-82,499
2018-12-21,246.39,21397600,270.915,294.101,31.933,-9.846,-9.396,0.89,5.179524910657977,420.3707865168539,0.0187092705486651,-729744000.0,-0.163,-74,454
2018-12-24,233.88,9547600,269.668,292.357,26.158,-11.69,-9.855,0.89,4.916544040361572,420.3707865168539,0.0187092705486651,-729744000.0,-0.1089,-33,303
2018-12-26,253.67,14402700,269.28,290.639,41.205,-11.424,-10.169,0.89,5.332562539415598,420.3707865168539,0.0187092705486651,-729744000.0,-0.0697,-23,330
2018-12-27,255.57,12235200,268.727,289.088,38.378,-10.933,-10.321,0.89,5.372503678789153,420.3707865168539,0.0187092705486651,-729744000.0,-0.0888,-31,349
2018-12-28,256.08,10992800,267.398,287.281,45.482,-10.383,-10.334,0.89,5.383224721463106,420.3707865168539,0.0187092705486651,-729744000.0,-0.0065,-2,310
2018-12-31,267.66,13508900,266.344,285.341,49.049,-8.91,-10.049,0.3,5.626655455118772,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0299,-11,368
2019-01-02,267.66,11679500,265.42,283.76,51.137,-7.655,-9.57,0.3,5.626655455118772,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1184,-67,566
2019-01-03,271.2,14969600,264.466,282.53,48.101,-6.301,-8.916,0.3,5.701072104267396,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1234,-67,543
2019-01-04,297.57,19330100,265.578,281.891,58.824,-3.066,-7.746,0.3,6.255413075467732,892.2000000000002,0.0063064956905612,-1305192000.0,0.0154,11,715
2019-01-07,315.34,18620100,267.201,281.534,68.554,0.922,-6.013,0.3,6.628967836871977,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0278,-18,647
2019-01-08,320.27,15359200,269.957,281.903,71.837,4.429,-3.924,0.3,6.732604582720201,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0925,-59,638
2019-01-09,319.96,13343200,272.47,282.045,69.804,7.101,-1.719,0.3,6.726087870506621,892.2000000000002,0.0063064956905612,-1305192000.0,-0.049,-22,449
2019-01-10,324.66,13472500,275.437,282.542,73.288,9.489,0.522,0.3,6.824889636325415,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0494,-34,688
2019-01-11,337.59,19500400,278.573,283.597,79.386,12.283,2.875,0.3,7.096699600588606,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0442,-47,1064
2019-01-14,332.94,10499600,281.418,284.539,85.62,13.961,5.092,0.3,6.998948917384906,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0879,-35,398
2019-01-15,354.64,21181200,285.808,285.596,96.204,16.848,7.443,0.3,7.4551187723355055,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0781,-112,1434
2019-01-16,351.39,15385500,290.238,286.277,92.807,18.658,9.686,0.3,7.386798402354425,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1158,-93,803
2019-01-17,353.19,18871200,294.35,287.158,92.801,20.008,11.75,0.3,7.424637376497793,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1199,-269,2244
2019-01-18,339.1,26621000,297.967,287.632,82.526,19.713,13.343,0.3,7.128442295564432,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0895,-144,1609
2019-01-22,325.16,17941400,301.196,287.918,72.119,18.145,14.303,0.3,6.835400462476351,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1053,-84,798
2019-01-23,321.99,13480100,304.976,287.808,70.402,16.458,14.734,0.3,6.76876182467942,892.2000000000002,0.0063064956905612,-1305192000.0,-0.125,-71,568
2019-01-24,326.67,11131600,309.616,287.983,70.653,15.321,14.852,0.3,6.867143157452176,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0699,-30,429
2019-01-25,338.05,11152900,313.834,288.674,66.966,15.164,14.914,0.3,7.106369560647467,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0619,-24,388
2019-01-28,335.66,8652100,317.839,289.506,59.777,14.677,14.867,0.3,7.056127811645996,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0675,-22,326
2019-01-29,328.9,7655200,321.48,290.196,54.08,13.589,14.611,0.3,6.914021442085347,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1036,-37,357
2019-01-30,340.66,9234500,325.13,291.275,58.831,13.52,14.393,0.3,7.161236073155351,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0833,-28,336
2019-01-31,339.5,8535500,328.722,292.264,56.528,13.219,14.158,0.3,7.13685095648518,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0693,-28,404
2019-02-01,339.85,9827800,332.154,293.336,51.118,12.861,13.899,0.3,7.144208534790835,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0862,-28,325
2019-02-04,351.34,9051400,334.843,294.951,58.525,13.35,13.789,0.3,7.385747319739331,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0688,-36,523
2019-02-05,355.81,9046600,336.866,296.728,50.645,13.938,13.819,0.3,7.479714105528695,892.2000000000002,0.0063064956905612,-1305192000.0,-0.055,-26,473
2019-02-06,352.19,6717700,338.462,298.529,50.439,13.951,13.845,0.3,7.403615724195921,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1389,-50,360
2019-02-07,344.71,7864500,339.7,300.247,45.617,13.205,13.717,0.3,7.2463737649779265,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1127,-32,284
2019-02-08,347.57,7561400,340.846,301.97,54.953,12.699,13.514,0.3,7.306495690561278,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1012,-34,336
2019-02-11,345.73,5454900,341.252,303.552,64.01,12.011,13.213,0.3,7.267815850325836,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0675,-17,252
2019-02-12,359.97,10429400,342.604,305.098,72.479,12.47,13.065,0.3,7.567164179104478,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0114,-6,526
2019-02-13,351.77,10559100,342.46,306.358,64.261,12.034,12.858,0.3,7.394786630229135,892.2000000000002,0.0063064956905612,-1305192000.0,-0.057,-29,509
2019-02-14,359.07,9295300,342.845,307.817,62.524,12.138,12.714,0.3,7.548244692032793,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0023,-1,441
2019-02-15,356.87,9230000,343.028,309.149,62.666,11.905,12.553,0.3,7.501997056968678,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0938,-39,416
2019-02-19,361.92,7396600,344.17,310.88,70.129,11.99,12.44,0.3,7.608156401093126,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0513,-23,448
2019-02-20,359.91,8110700,345.907,312.421,63.318,11.76,12.304,0.3,7.565902879966366,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0964,-37,384
2019-02-21,356.97,6227900,347.656,314.258,61.796,11.211,12.085,0.3,7.504099222198866,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1118,-35,313
2019-02-22,363.02,7088200,349.473,316.124,64.527,11.135,11.895,0.3,7.631280218625183,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0828,-27,326
2019-02-25,363.91,7569300,350.767,318.096,59.089,11.02,11.72,0.3,7.64998948917385,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0231,-9,390
2019-02-26,364.97,4944600,352.232,319.898,56.967,10.889,11.554,0.3,7.672272440613833,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0909,-28,308
2019-02-27,362.87,5629900,353.931,321.635,58.315,10.495,11.342,0.3,7.628126970779903,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1023,-31,303
2019-02-28,358.1,6186800,354.802,323.46,60.884,9.686,11.011,0.3,7.527853689299979,892.2000000000002,0.0063064956905612,-1305192000.0,-0.176,-63,358
2019-03-01,357.32,5526500,355.694,325.35,58.203,8.879,10.585,0.3,7.511456800504519,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1613,-50,310
2019-03-04,351.04,7487000,356.253,326.952,54.157,7.645,9.997,0.3,7.37944082404877,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1609,-51,317
2019-03-05,354.3,5937800,356.401,328.703,44.64,6.852,9.368,0.3,7.44797141055287,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0615,-22,358
2019-03-06,359.61,6211900,356.591,330.683,57.84,6.575,8.809,0.3,7.559596384275804,892.2000000000002,0.0063064956905612,-1305192000.0,-0.028,-10,357
2019-03-07,352.6,6151300,356.612,332.808,43.492,5.724,8.192,0.3,7.412234601639689,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1042,-37,355
2019-03-08,349.6,6898800,356.856,335.122,42.803,4.753,7.504,0.3,7.349169644734077,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1083,-39,360
2019-03-11,358.86,5387300,357.42,337.226,47.204,4.677,6.939,0.3,7.543830145049401,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1144,-31,271
2019-03-12,356.27,5164600,357.948,339.24,46.709,4.357,6.423,0.3,7.489384065587554,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0796,-23,289
2019-03-13,361.21,6444100,358.01,341.342,53.7,4.451,6.028,0.3,7.593231027958797,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1046,-34,325
2019-03-14,358.82,5271400,358.362,343.166,46.085,4.283,5.679,0.3,7.542989278957326,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0854,-28,328
2019-03-15,361.46,8444500,358.482,345.042,47.788,4.314,5.406,0.3,7.598486441034264,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0147,-5,341
2019-03-18,363.44,7194700,358.81,346.886,48.641,4.446,5.214,0.3,7.64010931259197,892.2000000000002,0.0063064956905612,-1305192000.0,-0.003,-1,335
2019-03-19,358.78,7541400,358.653,348.111,46.526,4.128,4.997,0.3,7.54214841286525,892.2000000000002,0.0063064956905612,-1305192000.0,-0.1318,-51,387
2019-03-20,375.22,10917200,359.418,349.308,62.135,5.143,5.026,0.3,7.88774437670801,892.2000000000002,0.0063064956905612,-1305192000.0,0.0087,5,576
2019-03-21,377.87,8544000,360.464,350.46,64.19,6.09,5.239,0.3,7.943451755307967,892.2000000000002,0.0063064956905612,-1305192000.0,-0.0444,-19,428
