date,Adj Close,Volume,SMA_20,SMA_50,RSI,MACD,Signal_Line,EPS,pb_ratio,pe_ratio,roe,fcf,P_mean,P_sum,twt_count
2018-06-20,416.76,16494600,368.966,340.121,88.85,18.509,14.45,0.64,8.760983813327726,461.484375,0.0134538574731973,-273927000.0,-0.0852,-92,1080
2018-06-21,415.44,18389900,372.502,342.356,86.116,19.659,15.492,0.64,8.733235232289259,461.484375,0.0134538574731973,-273927000.0,-0.1216,-125,1028
2018-06-22,411.09,10428600,375.592,344.393,81.064,19.99,16.392,0.64,8.641791044776118,461.484375,0.0134538574731973,-273927000.0,-0.1827,-95,520
2018-06-25,384.48,22490900,377.252,345.85,59.162,17.898,16.693,0.64,8.082404877023334,461.484375,0.0134538574731973,-273927000.0,-0.1201,-77,641
2018-06-26,399.39,15191200,379.735,347.682,63.863,17.245,16.803,0.64,8.39583771284423,461.484375,0.0134538574731973,-273927000.0,-0.0948,-62,654
2018-06-27,390.39,16541400,381.578,348.768,62.268,15.819,16.606,0.64,8.20664284212739,461.484375,0.0134538574731973,-273927000.0,-0.1361,-89,654
2018-06-28,395.42,12219900,383.768,349.986,64.242,14.922,16.27,0.64,8.312381753205802,461.484375,0.0134538574731973,-273927000.0,-0.1356,-61,450
2018-06-29,391.43,9252500,385.344,351.161,61.948,13.732,15.762,0.64,8.228505360521337,461.484375,0.0134538574731973,-273927000.0,-0.101,-39,386
2018-07-02,398.18,8142500,387.162,352.569,63.229,13.181,15.246,0.85,8.370401513558965,460.5058823529412,0.0178684044565902,-545562000.0,-0.0747,-28,375
2018-07-03,390.52,5280300,388.398,354.006,54.362,11.988,14.594,0.85,8.209375656926634,460.5058823529412,0.0178684044565902,-545562000.0,-0.0408,-12,294
2018-07-05,398.39,8448900,389.945,355.833,52.373,11.544,13.984,0.85,8.374816060542358,460.5058823529412,0.0178684044565902,-545562000.0,-0.0437,-16,366
2018-07-06,408.25,8629600,392.288,357.883,56.493,11.852,13.558,0.85,8.582089552238806,460.5058823529412,0.0178684044565902,-545562000.0,0.0316,14,443
2018-07-09,418.97,11127500,395.208,359.983,60.626,12.813,13.409,0.85,8.807441664914863,460.5058823529412,0.0178684044565902,-545562000.0,-0.0233,-11,473
2018-07-10,415.63,9382900,397.916,362.06,54.323,13.153,13.358,0.85,8.737229346226613,460.5058823529412,0.0178684044565902,-545562000.0,-0.0545,-22,404
2018-07-11,418.65,9713900,400.658,364.184,50.826,13.511,13.388,0.85,8.800714736178262,460.5058823529412,0.0178684044565902,-545562000.0,-0.0785,-38,484
2018-07-12,413.5,12743300,402.336,366.188,49.18,13.227,13.356,0.85,8.692453226823629,460.5058823529412,0.0178684044565902,-545562000.0,-0.072,-45,625
2018-07-13,395.8,15719000,402.482,367.837,44.191,11.441,12.973,0.85,8.320369981080512,460.5058823529412,0.0178684044565902,-545562000.0,-0.1416,-100,706
2018-07-16,400.48,22960000,402.908,369.613,57.294,10.285,12.436,0.85,8.418751313853269,460.5058823529412,0.0178684044565902,-545562000.0,-0.1536,-382,2487
2018-07-17,379.48,58410400,402.362,370.8,41.401,7.587,11.466,0.85,7.97729661551398,460.5058823529412,0.0178684044565902,-545562000.0,-0.1106,-311,2813
2018-07-18,375.13,21746300,400.869,371.778,43.134,5.04,10.181,0.85,7.885852428000841,460.5058823529412,0.0178684044565902,-545562000.0,-0.0508,-39,767
2018-07-19,364.23,16878700,398.242,372.525,36.67,2.117,8.568,0.85,7.656716417910448,460.5058823529412,0.0178684044565902,-545562000.0,-0.1171,-80,683
2018-07-20,361.05,15096700,395.523,373.14,36.925,-0.451,6.764,0.85,7.589867563590499,460.5058823529412,0.0178684044565902,-545562000.0,-0.0957,-55,575
